Pilecode,N,E
1.49.G.DBL,13696102.8376,2997005.9907
1.49.H.LBL,13696076.0641,2997005.9907
1.49.I.YEL,13696048.5858,2997005.9907
1.49.J.YEL,13696021.1075,2997005.9907
1.49.K.LBL,13695993.6289,2997005.9907
1.49.L.YEL,13695969.5167,2997005.9907
1.50.A.LBL,13696260.2707,2997025.9907
1.50.B.LBL,13696239.5247,2997025.9907
1.50.C.LBL,13696212.0464,2997025.9907
1.50.D.LBL,13696184.5678,2997025.9907
1.50.E.LBL,13696157.0895,2997025.9907
1.50.F.LBL,13696129.6112,2997025.9907
1.50.G.DBL,13696102.8376,2997025.9907
1.50.H.LBL,13696076.0641,2997025.9907
1.50.I.LBL,13696048.5858,2997025.9907
1.50.J.YEL,13696021.1075,2997025.9907
1.50.K.YEL,13695993.6289,2997025.9907
1.50.L.YEL,13695969.5167,2997025.9907
1.51.A.LBL,13696260.2707,2997045.9907
1.51.B.LBL,13696239.5247,2997045.9907
1.51.C.LBL,13696212.0464,2997045.9907
1.51.D.LBL,13696184.5678,2997045.9907
1.51.E.LBL,13696157.0895,2997045.9907
1.51.F.LBL,13696129.6112,2997045.9907
1.51.G.DBL,13696102.8376,2997045.9907
1.51.H.LBL,13696076.0641,2997045.9907
1.51.I.YEL,13696048.5858,2997045.9907
1.51.J.YEL,13696021.1075,2997045.9907
1.51.K.YEL,13695993.6289,2997045.9907
1.51.L.YEL,13695969.5167,2997045.9907
1.52.A.LBL,13696260.2707,2997065.9906
1.52.B.LBL,13696239.5247,2997065.9906
1.52.C.LBL,13696212.0464,2997065.9906
1.52.D.LBL,13696184.5678,2997065.9906
1.52.E.LBL,13696157.0895,2997065.9906
1.52.F.LBL,13696129.6112,2997065.9906
1.52.G.DBL,13696102.8376,2997065.9906
1.52.H.YEL,13696076.0641,2997065.9906
1.52.I.YEL,13696048.5858,2997065.9906
1.52.J.YEL,13696021.1075,2997065.9906
1.52.K.YEL,13695993.6289,2997065.9906
1.52.L.YEL,13695969.5167,2997065.9906
1.53.A.LBL,13696260.2707,2997085.9906
1.53.B.LBL,13696239.5247,2997085.9906
1.53.C.LBL,13696212.0464,2997085.9906
1.53.D.LBL,13696184.5678,2997085.9906
1.53.E.LBL,13696157.0895,2997085.9906
1.53.F.LBL,13696129.6112,2997085.9906
1.53.G.DBL,13696102.8376,2997085.9906
1.53.H.YEL,13696076.0641,2997085.9906
1.53.I.LBL,13696048.5858,2997085.9906
1.53.J.YEL,13696021.1075,2997085.9906
1.53.K.YEL,13695993.6289,2997085.9906
1.53.L.YEL,13695969.5167,2997085.9906
1.54.A.LBL,13696260.2707,2997105.9905
1.54.B.LBL,13696239.5247,2997105.9905
1.54.C.LBL,13696212.0464,2997105.9905
1.54.D.LBL,13696184.5678,2997105.9905
1.54.E.LBL,13696157.0895,2997105.9905
1.54.F.LBL,13696129.6112,2997105.9905
1.54.G.DBL,13696102.8376,2997105.9905
1.54.H.YEL,13696076.0641,2997105.9905
1.54.I.LBL,13696048.5858,2997105.9905
1.54.J.YEL,13696021.1075,2997105.9905
1.54.K.YEL,13695993.6289,2997105.9905
1.54.L.YEL,13695969.5167,2997105.9905
1.55.A.LBL,13696260.2707,2997125.9905
1.55.B.LBL,13696239.5247,2997125.9905
1.55.C.LBL,13696212.0464,2997125.9905
1.55.D.LBL,13696184.5678,2997125.9905
1.55.E.LBL,13696157.0895,2997125.9905
1.55.F.LBL,13696129.6112,2997125.9905
1.55.G.DBL,13696102.8376,2997125.9905
1.55.H.YEL,13696076.0641,2997125.9905
1.55.I.LBL,13696048.5858,2997125.9905
1.55.J.YEL,13696021.1075,2997125.9905
1.55.K.YEL,13695993.6289,2997125.9905
1.55.L.YEL,13695969.5167,2997125.9905
1.56.A.YEL,13696260.2707,2997145.9905
1.56.B.LBL,13696239.5247,2997145.9905
1.56.C.LBL,13696212.0464,2997145.9905
1.56.D.LBL,13696184.5678,2997145.9905
1.56.E.LBL,13696157.0895,2997145.9905
1.56.F.LBL,13696129.6112,2997145.9905
1.56.G.DBL,13696102.8376,2997145.9905
1.56.H.LBL,13696076.0641,2997145.9905
1.56.I.YEL,13696048.5858,2997145.9905
1.56.J.YEL,13696021.1075,2997145.9905
1.56.K.YEL,13695993.6289,2997145.9905
1.56.L.YEL,13695969.5167,2997145.9905
1.57.A.LBL,13696260.2707,2997165.9908
1.57.B.LBL,13696239.5247,2997165.9908
1.57.C.LBL,13696212.0464,2997165.9908
1.57.D.LBL,13696184.5678,2997165.9908
1.57.E.LBL,13696157.0895,2997165.9908
1.57.F.LBL,13696129.6112,2997165.9908
1.57.G.PNK,13696102.8376,2997165.9908
1.57.H.LBL,13696076.0641,2997165.9908
1.57.I.LBL,13696048.5858,2997165.9908
1.57.J.LBL,13696021.1075,2997165.9908
1.57.K.LBL,13695993.6289,2997165.9908
1.57.L.LBL,13695969.5167,2997165.9908
1.58.A.LBL,13696260.2707,2997185.9907
1.58.B.LBL,13696239.5247,2997185.9907
1.58.C.LBL,13696212.0464,2997185.9907
1.58.D.LBL,13696184.5678,2997185.9907
1.58.E.LBL,13696157.0895,2997185.9907
1.58.F.LBL,13696129.6112,2997185.9907
1.58.G.PNK,13696102.8376,2997185.9907
1.58.H.LBL,13696076.0641,2997185.9907
1.58.I.LBL,13696048.5858,2997185.9907
1.58.J.LBL,13696021.1075,2997185.9907
1.58.K.LBL,13695993.6289,2997185.9907
1.58.L.LBL,13695969.5167,2997185.9907
1.59.A.LBL,13696260.2707,2997205.9907
1.59.B.LBL,13696239.5247,2997205.9907
1.59.C.LBL,13696212.0464,2997205.9907
1.59.D.LBL,13696184.5678,2997205.9907
1.59.E.LBL,13696157.0895,2997205.9907
1.59.F.LBL,13696129.6112,2997205.9907
1.59.G.PNK,13696102.8376,2997205.9907
1.59.H.LBL,13696076.0641,2997205.9907
1.59.I.LBL,13696048.5858,2997205.9907
1.59.J.LBL,13696021.1075,2997205.9907
1.59.K.LBL,13695993.6289,2997205.9907
1.59.L.LBL,13695969.5167,2997205.9907
1.60.A.LBL,13696260.2707,2997225.9906
1.60.B.LBL,13696239.5247,2997225.9906
1.60.C.LBL,13696212.0464,2997225.9906
1.60.D.LBL,13696184.5678,2997225.9906
1.60.E.LBL,13696157.0895,2997225.9906
1.60.F.LBL,13696129.6112,2997225.9906
1.60.G.PNK,13696102.8376,2997225.9906
1.60.H.LBL,13696076.0641,2997225.9906
1.60.I.LBL,13696048.5858,2997225.9906
1.60.J.LBL,13696021.1075,2997225.9906
1.60.K.LBL,13695993.6289,2997225.9906
1.60.L.LBL,13695969.5167,2997225.9906
1.61.A.LBL,13696260.2707,2997245.9906
1.61.B.LBL,13696239.5247,2997245.9906
1.61.C.LBL,13696212.0464,2997245.9906
1.61.D.LBL,13696184.5678,2997245.9906
1.61.E.LBL,13696157.0895,2997245.9906
1.61.F.LBL,13696129.6112,2997245.9906
1.61.G.PNK,13696102.8376,2997245.9906
1.61.H.LBL,13696076.0641,2997245.9906
1.61.I.LBL,13696048.5858,2997245.9906
1.61.J.LBL,13696021.1075,2997245.9906
1.61.K.LBL,13695993.6289,2997245.9906
1.61.L.LBL,13695969.5167,2997245.9906
1.62.A.LBL,13696260.2707,2997265.9906
1.62.B.LBL,13696239.5247,2997265.9906
1.62.C.LBL,13696212.0464,2997265.9906
1.62.D.LBL,13696184.5678,2997265.9906
1.62.E.LBL,13696157.0895,2997265.9906
1.62.F.LBL,13696129.6112,2997265.9906
1.62.G.DBL,13696102.8376,2997265.9906
1.62.H.LBL,13696076.0641,2997265.9906
1.62.I.LBL,13696048.5858,2997265.9906
1.62.J.LBL,13696021.1075,2997265.9906
1.62.K.LBL,13695993.6289,2997265.9906
1.62.L.LBL,13695969.5167,2997265.9906
1.63.A.LBL,13696260.2707,2997285.9905
1.63.B.LBL,13696239.5247,2997285.9905
1.63.C.LBL,13696212.0464,2997285.9905
1.63.D.LBL,13696184.5678,2997285.9905
1.63.E.LBL,13696157.0895,2997285.9905
1.63.F.LBL,13696129.6112,2997285.9905
1.63.G.PNK,13696102.8376,2997285.9905
1.63.H.LBL,13696076.0641,2997285.9905
1.63.I.LBL,13696048.5858,2997285.9905
1.63.J.LBL,13696021.1075,2997285.9905
1.63.K.LBL,13695993.6289,2997285.9905
1.63.L.LBL,13695969.5167,2997285.9905
1.64.A.LBL,13696260.2707,2997305.9905
1.64.B.LBL,13696239.5247,2997305.9905
1.64.C.LBL,13696212.0464,2997305.9905
1.64.D.LBL,13696184.5678,2997305.9905
1.64.E.LBL,13696157.0895,2997305.9905
1.64.F.LBL,13696129.6112,2997305.9905
1.64.G.PNK,13696102.8376,2997305.9905
1.64.H.LBL,13696076.0641,2997305.9905
1.64.I.LBL,13696048.5858,2997305.9905
1.64.J.LBL,13696021.1075,2997305.9905
1.64.K.LBL,13695993.6289,2997305.9905
1.64.L.LBL,13695969.5167,2997305.9905
1.65.A.LBL,13696260.2707,2997325.9904
1.65.B.LBL,13696239.5247,2997325.9904
1.65.C.LBL,13696212.0464,2997325.9904
1.65.D.LBL,13696184.5678,2997325.9904
1.65.E.LBL,13696157.0895,2997325.9904
1.65.F.LBL,13696129.6112,2997325.9904
1.65.G.PNK,13696102.8376,2997325.9904
1.65.H.LBL,13696076.0641,2997325.9904
1.65.I.LBL,13696048.5858,2997325.9904
1.65.J.LBL,13696021.1075,2997325.9904
1.65.K.LBL,13695993.6289,2997325.9904
1.65.L.LBL,13695969.5167,2997325.9904
1.66.A.LBL,13696260.2707,2997345.9907
1.66.B.LBL,13696239.5247,2997345.9907
1.66.C.LBL,13696212.0464,2997345.9907
1.66.D.LBL,13696184.5678,2997345.9907
1.66.E.LBL,13696157.0895,2997345.9907
1.66.F.LBL,13696129.6112,2997345.9907
1.66.G.PNK,13696102.8376,2997345.9907
1.66.H.LBL,13696076.0641,2997345.9907
1.66.I.LBL,13696048.5858,2997345.9907
1.66.J.LBL,13696021.1075,2997345.9907
1.66.K.LBL,13695993.6289,2997345.9907
1.66.L.LBL,13695969.5167,2997345.9907
1.67.A.LBL,13696260.2707,2997365.9907
1.67.B.LBL,13696239.5247,2997365.9907
1.67.C.LBL,13696212.0464,2997365.9907
1.67.D.LBL,13696184.5678,2997365.9907
1.67.E.LBL,13696157.0895,2997365.9907
1.67.F.LBL,13696129.6112,2997365.9907
1.67.G.DBL,13696102.8376,2997365.9907
1.67.H.LBL,13696076.0641,2997365.9907
1.67.I.LBL,13696048.5858,2997365.9907
1.67.J.LBL,13696021.1075,2997365.9907
1.67.K.LBL,13695993.6289,2997365.9907
1.67.L.LBL,13695969.5167,2997365.9907
1.68.A.LBL,13696260.2707,2997385.9906
1.68.B.LBL,13696239.5247,2997385.9906
1.68.C.LBL,13696212.0464,2997385.9906
1.68.D.LBL,13696184.5678,2997385.9906
1.68.E.LBL,13696157.0895,2997385.9906
1.68.F.LBL,13696129.6112,2997385.9906
1.68.G.DBL,13696102.8376,2997385.9906
1.68.H.LBL,13696076.0641,2997385.9906
1.68.I.LBL,13696048.5858,2997385.9906
1.68.J.LBL,13696021.1075,2997385.9906
1.68.K.LBL,13695993.6289,2997385.9906
1.68.L.LBL,13695969.5167,2997385.9906
1.69.A.LBL,13696260.2707,2997405.9906
1.69.B.LBL,13696239.5247,2997405.9906
1.69.C.LBL,13696212.0464,2997405.9906
1.69.D.LBL,13696184.5678,2997405.9906
1.69.E.LBL,13696157.0895,2997405.9906
1.69.F.LBL,13696129.6112,2997405.9906
1.69.G.PNK,13696102.8376,2997405.9906
1.69.H.LBL,13696076.0641,2997405.9906
1.69.I.LBL,13696048.5858,2997405.9906
1.69.J.LBL,13696021.1075,2997405.9906
1.69.K.LBL,13695993.6289,2997405.9906
1.69.L.LBL,13695969.5167,2997405.9906
1.70.A.LBL,13696260.2707,2997425.9906
1.70.B.LBL,13696239.5247,2997425.9906
1.70.C.LBL,13696212.0464,2997425.9906
1.70.D.LBL,13696184.5678,2997425.9906
1.70.E.LBL,13696157.0895,2997425.9906
1.70.F.LBL,13696129.6112,2997425.9906
1.70.G.PNK,13696102.8376,2997425.9906
1.70.H.LBL,13696076.0641,2997425.9906
1.70.I.LBL,13696048.5858,2997425.9906
1.70.J.LBL,13696021.1075,2997425.9906
1.70.K.LBL,13695993.6289,2997425.9906
1.70.L.LBL,13695969.5167,2997425.9906
1.71.A.LBL,13696260.2707,2997445.9905
1.71.B.LBL,13696239.5247,2997445.9905
1.71.C.LBL,13696212.0464,2997445.9905
1.71.D.LBL,13696184.5678,2997445.9905
1.71.E.LBL,13696157.0895,2997445.9905
1.71.F.LBL,13696129.6112,2997445.9905
1.71.G.PNK,13696102.8376,2997445.9905
1.71.H.LBL,13696076.0641,2997445.9905
1.71.I.LBL,13696048.5858,2997445.9905
1.71.J.LBL,13696021.1075,2997445.9905
1.71.K.LBL,13695993.6289,2997445.9905
1.71.L.LBL,13695969.5167,2997445.9905
1.72.A.WHT,13696260.2707,2997465.9905
1.72.B.WHT,13696239.5247,2997465.9905
1.72.C.WHT,13696212.0464,2997465.9905
1.72.D.WHT,13696184.5678,2997465.9905
1.72.E.WHT,13696157.0895,2997465.9905
1.72.F.WHT,13696129.6112,2997465.9905
1.72.G.BRO,13696102.8376,2997465.9905
1.72.H.WHT,13696076.0641,2997465.9905
1.72.I.WHT,13696048.5858,2997465.9905
1.72.J.WHT,13696021.1075,2997465.9905
1.72.K.WHT,13695993.6289,2997465.9905
1.72.L.WHT,13695969.5167,2997465.9905
1.73.A.WHT,13696260.2707,2997485.9904
1.73.B.WHT,13696239.5247,2997485.9904
1.73.C.WHT,13696212.0464,2997485.9904
1.73.D.WHT,13696184.5678,2997485.9904
1.73.E.WHT,13696157.0895,2997485.9904
1.73.F.WHT,13696129.6112,2997485.9904
1.73.G.PRP,13696102.8376,2997485.9904
1.73.H.WHT,13696076.0641,2997485.9904
1.73.I.WHT,13696048.5858,2997485.9904
1.73.J.WHT,13696021.1075,2997485.9904
1.73.K.WHT,13695993.6289,2997485.9904
1.73.L.WHT,13695969.5167,2997485.9904
2.1.A.LBL,13695941.0089,2996039.3273
2.1.B.LBL,13695920.2629,2996039.3273
2.1.C.LBL,13695892.7846,2996039.3273
2.1.D.LBL,13695865.3063,2996039.3273
2.1.E.LBL,13695837.8277,2996039.3273
2.1.F.LBL,13695810.3494,2996039.3273
2.1.G.PRP,13695783.5758,2996039.3273
2.1.H.LBL,13695756.8022,2996039.3273
2.1.I.YEL,13695729.3239,2996039.3273
2.1.J.YEL,13695701.8456,2996039.3273
2.1.K.YEL,13695674.3674,2996039.3273
2.1.L.YEL,13695650.2549,2996039.3273
2.2.A.LBL,13695941.0089,2996059.3273
2.2.B.LBL,13695920.2629,2996059.3273
2.2.C.LBL,13695892.7846,2996059.3273
2.2.D.LBL,13695865.3063,2996059.3273
2.2.E.LBL,13695837.8277,2996059.3273
2.2.F.LBL,13695810.3494,2996059.3273
2.2.G.DBL,13695783.5758,2996059.3273
2.2.H.LBL,13695756.8022,2996059.3273
2.2.I.YEL,13695729.3239,2996059.3273
2.2.J.YEL,13695701.8456,2996059.3273
2.2.K.YEL,13695674.3674,2996059.3273
2.2.L.YEL,13695650.2549,2996059.3273
2.3.A.LBL,13695941.0089,2996079.3272
2.3.B.LBL,13695920.2629,2996079.3272
2.3.C.LBL,13695892.7846,2996079.3272
2.3.D.LBL,13695865.3063,2996079.3272
2.3.E.LBL,13695837.8277,2996079.3272
2.3.F.LBL,13695810.3494,2996079.3272
2.3.G.DBL,13695783.5758,2996079.3272
2.3.H.LBL,13695756.8022,2996079.3272
2.3.I.LBL,13695729.3239,2996079.3272
2.3.J.YEL,13695701.8456,2996079.3272
2.3.K.YEL,13695674.3674,2996079.3272
2.3.L.YEL,13695650.2549,2996079.3272
2.4.A.LBL,13695941.0089,2996099.3272
2.4.B.LBL,13695920.2629,2996099.3272
2.4.C.LBL,13695892.7846,2996099.3272
2.4.D.LBL,13695865.3063,2996099.3272
2.4.E.LBL,13695837.8277,2996099.3272
2.4.F.YEL,13695810.3494,2996099.3272
2.4.G.DBL,13695783.5758,2996099.3272
2.4.H.LBL,13695756.8022,2996099.3272
2.4.I.LBL,13695729.3239,2996099.3272
2.4.J.YEL,13695701.8456,2996099.3272
2.4.K.YEL,13695674.3674,2996099.3272
2.4.L.YEL,13695650.2549,2996099.3272
2.5.A.LBL,13695941.0089,2996119.3272
2.5.B.LBL,13695920.2629,2996119.3272
2.5.C.LBL,13695892.7846,2996119.3272
2.5.D.LBL,13695865.3063,2996119.3272
2.5.E.LBL,13695837.8277,2996119.3272
2.5.F.YEL,13695810.3494,2996119.3272
2.5.G.DBL,13695783.5758,2996119.3272
2.5.H.LBL,13695756.8022,2996119.3272
2.5.I.YEL,13695729.3239,2996119.3272
2.5.J.LBL,13695701.8456,2996119.3272
2.5.K.YEL,13695674.3674,2996119.3272
2.5.L.YEL,13695650.2549,2996119.3272
2.6.A.LBL,13695941.0089,2996139.3271
2.6.B.LBL,13695920.2629,2996139.3271
2.6.C.LBL,13695892.7846,2996139.3271
2.6.D.LBL,13695865.3063,2996139.3271
2.6.E.LBL,13695837.8277,2996139.3271
2.6.F.YEL,13695810.3494,2996139.3271
2.6.G.DBL,13695783.5758,2996139.3271
2.6.H.LBL,13695756.8022,2996139.3271
2.6.I.YEL,13695729.3239,2996139.3271
2.6.J.LBL,13695701.8456,2996139.3271
2.6.K.YEL,13695674.3674,2996139.3271
2.6.L.YEL,13695650.2549,2996139.3271
2.7.A.LBL,13695941.0089,2996159.3271
2.7.B.LBL,13695920.2629,2996159.3271
2.7.C.LBL,13695892.7846,2996159.3271
2.7.D.YEL,13695865.3063,2996159.3271
2.7.E.YEL,13695837.8277,2996159.3271
2.7.F.YEL,13695810.3494,2996159.3271
2.7.G.DBL,13695783.5758,2996159.3271
2.7.H.YEL,13695756.8022,2996159.3271
2.7.I.YEL,13695729.3239,2996159.3271
2.7.J.LBL,13695701.8456,2996159.3271
2.7.K.LBL,13695674.3674,2996159.3271
2.7.L.YEL,13695650.2549,2996159.3271
2.8.A.LBL,13695941.0089,2996179.3270
2.8.B.LBL,13695920.2629,2996179.3270
2.8.C.LBL,13695892.7846,2996179.3270
2.8.D.YEL,13695865.3063,2996179.3270
2.8.E.LBL,13695837.8277,2996179.3270
2.8.F.YEL,13695810.3494,2996179.3270
2.8.G.DBL,13695783.5758,2996179.3270
2.8.H.YEL,13695756.8022,2996179.3270
2.8.I.YEL,13695729.3239,2996179.3270
2.8.J.YEL,13695701.8456,2996179.3270
2.8.K.YEL,13695674.3674,2996179.3270
2.8.L.YEL,13695650.2549,2996179.3270
2.9.A.LBL,13695941.0089,2996199.3273
2.9.B.YEL,13695920.2629,2996199.3273
2.9.C.LBL,13695892.7846,2996199.3273
2.9.D.YEL,13695865.3063,2996199.3273
2.9.E.YEL,13695837.8277,2996199.3273
2.9.F.YEL,13695810.3494,2996199.3273
2.9.G.DBL,13695783.5758,2996199.3273
2.9.H.YEL,13695756.8022,2996199.3273
2.9.I.YEL,13695729.3239,2996199.3273
2.9.J.YEL,13695701.8456,2996199.3273
2.9.K.YEL,13695674.3674,2996199.3273
2.9.L.YEL,13695650.2549,2996199.3273
2.10.A.LBL,13695941.0089,2996219.3273
2.10.B.LBL,13695920.2629,2996219.3273
2.10.C.LBL,13695892.7846,2996219.3273
2.10.D.YEL,13695865.3063,2996219.3273
2.10.E.YEL,13695837.8277,2996219.3273
2.10.F.YEL,13695810.3494,2996219.3273
2.10.G.DBL,13695783.5758,2996219.3273
2.10.H.YEL,13695756.8022,2996219.3273
2.10.I.YEL,13695729.3239,2996219.3273
2.10.J.YEL,13695701.8456,2996219.3273
2.10.K.YEL,13695674.3674,2996219.3273
2.10.L.YEL,13695650.2549,2996219.3273
2.11.A.YEL,13695941.0089,2996239.3273
2.11.B.YEL,13695920.2629,2996239.3273
2.11.C.YEL,13695892.7846,2996239.3273
2.11.D.YEL,13695865.3063,2996239.3273
2.11.E.YEL,13695837.8277,2996239.3273
2.11.F.YEL,13695810.3494,2996239.3273
2.11.G.DBL,13695783.5758,2996239.3273
2.11.H.YEL,13695756.8022,2996239.3273
2.11.I.YEL,13695729.3239,2996239.3273
2.11.J.YEL,13695701.8456,2996239.3273
2.11.K.YEL,13695674.3674,2996239.3273
2.11.L.YEL,13695650.2549,2996239.3273
2.12.A.YEL,13695941.0089,2996259.3272
2.12.B.YEL,13695920.2629,2996259.3272
2.12.C.YEL,13695892.7846,2996259.3272
2.12.D.YEL,13695865.3063,2996259.3272
2.12.E.YEL,13695837.8277,2996259.3272
2.12.F.YEL,13695810.3494,2996259.3272
2.12.G.DBL,13695783.5758,2996259.3272
2.12.H.LBL,13695756.8022,2996259.3272
2.12.I.YEL,13695729.3239,2996259.3272
2.12.J.YEL,13695701.8456,2996259.3272
2.12.K.YEL,13695674.3674,2996259.3272
2.12.L.YEL,13695650.2549,2996259.3272
2.13.A.YEL,13695941.0089,2996279.3272
2.13.B.YEL,13695920.2629,2996279.3272
2.13.C.YEL,13695892.7846,2996279.3272
2.13.D.YEL,13695865.3063,2996279.3272
2.13.E.YEL,13695837.8277,2996279.3272
2.13.F.YEL,13695810.3494,2996279.3272
2.13.G.DBL,13695783.5758,2996279.3272
2.13.H.YEL,13695756.8022,2996279.3272
2.13.I.YEL,13695729.3239,2996279.3272
2.13.J.YEL,13695701.8456,2996279.3272
2.13.K.YEL,13695674.3674,2996279.3272
2.13.L.YEL,13695650.2549,2996279.3272
2.14.A.LBL,13695941.0089,2996299.3271
2.14.B.LBL,13695920.2629,2996299.3271
2.14.C.LBL,13695892.7846,2996299.3271
2.14.D.YEL,13695865.3063,2996299.3271
2.14.E.LBL,13695837.8277,2996299.3271
2.14.F.LBL,13695810.3494,2996299.3271
2.14.G.DBL,13695783.5758,2996299.3271
2.14.H.LBL,13695756.8022,2996299.3271
2.14.I.LBL,13695729.3239,2996299.3271
2.14.J.LBL,13695701.8456,2996299.3271
2.14.K.YEL,13695674.3674,2996299.3271
2.14.L.YEL,13695650.2549,2996299.3271
2.15.A.LBL,13695941.0089,2996319.3271
2.15.B.LBL,13695920.2629,2996319.3271
2.15.C.LBL,13695892.7846,2996319.3271
2.15.D.LBL,13695865.3063,2996319.3271
2.15.E.LBL,13695837.8277,2996319.3271
2.15.F.YEL,13695810.3494,2996319.3271
2.15.G.DBL,13695783.5758,2996319.3271
2.15.H.LBL,13695756.8022,2996319.3271
2.15.I.YEL,13695729.3239,2996319.3271
2.15.J.YEL,13695701.8456,2996319.3271
2.15.K.YEL,13695674.3674,2996319.3271
2.15.L.YEL,13695650.2549,2996319.3271
2.16.A.LBL,13695941.0089,2996339.3271
2.16.B.LBL,13695920.2629,2996339.3271
2.16.C.LBL,13695892.7846,2996339.3271
2.16.D.LBL,13695865.3063,2996339.3271
2.16.E.LBL,13695837.8277,2996339.3271
2.16.F.LBL,13695810.3494,2996339.3271
2.16.G.DBL,13695783.5758,2996339.3271
2.16.H.LBL,13695756.8022,2996339.3271
2.16.I.LBL,13695729.3239,2996339.3271
2.16.J.YEL,13695701.8456,2996339.3271
2.16.K.YEL,13695674.3674,2996339.3271
2.16.L.YEL,13695650.2549,2996339.3271
2.17.A.LBL,13695941.0089,2996359.3273
2.17.B.LBL,13695920.2629,2996359.3273
2.17.C.LBL,13695892.7846,2996359.3273
2.17.D.LBL,13695865.3063,2996359.3273
2.17.E.LBL,13695837.8277,2996359.3273
2.17.F.LBL,13695810.3494,2996359.3273
2.17.G.DBL,13695783.5758,2996359.3273
2.17.H.LBL,13695756.8022,2996359.3273
2.17.I.YEL,13695729.3239,2996359.3273
2.17.J.YEL,13695701.8456,2996359.3273
2.17.K.YEL,13695674.3674,2996359.3273
2.17.L.YEL,13695650.2549,2996359.3273
2.18.A.LBL,13695941.0089,2996379.3273
2.18.B.LBL,13695920.2629,2996379.3273
2.18.C.LBL,13695892.7846,2996379.3273
2.18.D.LBL,13695865.3063,2996379.3273
2.18.E.LBL,13695837.8277,2996379.3273
2.18.F.YEL,13695810.3494,2996379.3273
2.18.G.DBL,13695783.5758,2996379.3273
2.18.H.LBL,13695756.8022,2996379.3273
2.18.I.LBL,13695729.3239,2996379.3273
2.18.J.YEL,13695701.8456,2996379.3273
2.18.K.LBL,13695674.3674,2996379.3273
2.18.L.LBL,13695650.2549,2996379.3273
2.19.A.LBL,13695941.0089,2996399.3273
2.19.B.YEL,13695920.2629,2996399.3273
2.19.C.YEL,13695892.7846,2996399.3273
2.19.D.LBL,13695865.3063,2996399.3273
2.19.E.LBL,13695837.8277,2996399.3273
2.19.F.LBL,13695810.3494,2996399.3273
2.19.G.DBL,13695783.5758,2996399.3273
2.19.H.YEL,13695756.8022,2996399.3273
2.19.I.YEL,13695729.3239,2996399.3273
2.19.J.YEL,13695701.8456,2996399.3273
2.19.K.YEL,13695674.3674,2996399.3273
2.19.L.YEL,13695650.2549,2996399.3273
2.20.A.LBL,13695941.0089,2996419.3272
2.20.B.LBL,13695920.2629,2996419.3272
2.20.C.LBL,13695892.7846,2996419.3272
2.20.D.LBL,13695865.3063,2996419.3272
2.20.E.LBL,13695837.8277,2996419.3272
2.20.F.LBL,13695810.3494,2996419.3272
2.20.G.DBL,13695783.5758,2996419.3272
2.20.H.LBL,13695756.8022,2996419.3272
2.20.I.LBL,13695729.3239,2996419.3272
2.20.J.LBL,13695701.8456,2996419.3272
2.20.K.YEL,13695674.3674,2996419.3272
2.20.L.YEL,13695650.2549,2996419.3272
2.21.A.LBL,13695941.0089,2996439.3272
2.21.B.LBL,13695920.2629,2996439.3272
2.21.C.LBL,13695892.7846,2996439.3272
2.21.D.YEL,13695865.3063,2996439.3272
2.21.E.LBL,13695837.8277,2996439.3272
2.21.F.LBL,13695810.3494,2996439.3272
2.21.G.DBL,13695783.5758,2996439.3272
2.21.H.LBL,13695756.8022,2996439.3272
2.21.I.LBL,13695729.3239,2996439.3272
2.21.J.LBL,13695701.8456,2996439.3272
2.21.K.YEL,13695674.3674,2996439.3272
2.21.L.YEL,13695650.2549,2996439.3272
2.22.A.LBL,13695941.0089,2996459.3271
2.22.B.LBL,13695920.2629,2996459.3271
2.22.C.LBL,13695892.7846,2996459.3271
2.22.D.LBL,13695865.3063,2996459.3271
2.22.E.YEL,13695837.8277,2996459.3271
2.22.F.LBL,13695810.3494,2996459.3271
2.22.G.DBL,13695783.5758,2996459.3271
2.22.H.LBL,13695756.8022,2996459.3271
2.22.I.LBL,13695729.3239,2996459.3271
2.22.J.YEL,13695701.8456,2996459.3271
2.22.K.YEL,13695674.3674,2996459.3271
2.22.L.YEL,13695650.2549,2996459.3271
2.23.A.LBL,13695941.0089,2996479.3271
2.23.B.LBL,13695920.2629,2996479.3271
2.23.C.YEL,13695892.7846,2996479.3271
2.23.D.YEL,13695865.3063,2996479.3271
2.23.E.YEL,13695837.8277,2996479.3271
2.23.F.YEL,13695810.3494,2996479.3271
2.23.G.DBL,13695783.5758,2996479.3271
2.23.H.LBL,13695756.8022,2996479.3271
2.23.I.YEL,13695729.3239,2996479.3271
2.23.J.YEL,13695701.8456,2996479.3271
2.23.K.YEL,13695674.3674,2996479.3271
2.23.L.YEL,13695650.2549,2996479.3271
2.24.A.LBL,13695941.0089,2996499.3271
2.24.B.LBL,13695920.2629,2996499.3271
2.24.C.YEL,13695892.7846,2996499.3271
2.24.D.LBL,13695865.3063,2996499.3271
2.24.E.LBL,13695837.8277,2996499.3271
2.24.F.LBL,13695810.3494,2996499.3271
2.24.G.DBL,13695783.5758,2996499.3271
2.24.H.LBL,13695756.8022,2996499.3271
2.24.I.LBL,13695729.3239,2996499.3271
2.24.J.LBL,13695701.8456,2996499.3271
2.24.K.LBL,13695674.3674,2996499.3271
2.24.L.LBL,13695650.2549,2996499.3271
