Pilecode,N,E
2.15.G.DBL,13689195.3895,2998777.3274
2.15.H.LBL,13689168.6159,2998777.3274
2.15.I.LBL,13689141.1376,2998777.3274
2.15.J.LBL,13689113.6593,2998777.3274
2.15.K.LGR,13689086.1811,2998777.3274
2.15.L.LBL,13689062.0686,2998777.3274
2.16.A.LBL,13689352.8226,2998797.3274
2.16.B.LBL,13689332.0766,2998797.3274
2.16.C.LBL,13689304.5983,2998797.3274
2.16.D.LBL,13689277.1200,2998797.3274
2.16.E.LBL,13689249.6414,2998797.3274
2.16.F.LBL,13689222.1631,2998797.3274
2.16.G.DBL,13689195.3895,2998797.3274
2.16.H.LBL,13689168.6159,2998797.3274
2.16.I.LBL,13689141.1376,2998797.3274
2.16.J.LBL,13689113.6593,2998797.3274
2.16.K.LBL,13689086.1811,2998797.3274
2.16.L.YEL,13689062.0686,2998797.3274
2.17.A.LBL,13689352.8226,2998817.3273
2.17.B.LBL,13689332.0766,2998817.3273
2.17.C.LBL,13689304.5983,2998817.3273
2.17.D.LBL,13689277.1200,2998817.3273
2.17.E.LBL,13689249.6414,2998817.3273
2.17.F.LBL,13689222.1631,2998817.3273
2.17.G.DBL,13689195.3895,2998817.3273
2.17.H.LBL,13689168.6159,2998817.3273
2.17.I.LBL,13689141.1376,2998817.3273
2.17.J.LBL,13689113.6593,2998817.3273
2.17.K.LBL,13689086.1811,2998817.3273
2.17.L.LBL,13689062.0686,2998817.3273
2.18.A.LBL,13689352.8226,2998837.3276
2.18.B.LBL,13689332.0766,2998837.3276
2.18.C.LBL,13689304.5983,2998837.3276
2.18.D.LBL,13689277.1200,2998837.3276
2.18.E.LBL,13689249.6414,2998837.3276
2.18.F.LBL,13689222.1631,2998837.3276
2.18.G.DBL,13689195.3895,2998837.3276
2.18.H.LBL,13689168.6159,2998837.3276
2.18.I.LBL,13689141.1376,2998837.3276
2.18.J.LBL,13689113.6593,2998837.3276
2.18.K.LBL,13689086.1811,2998837.3276
2.18.L.LBL,13689062.0686,2998837.3276
2.19.A.LBL,13689352.8226,2998857.3276
2.19.B.LBL,13689332.0766,2998857.3276
2.19.C.LBL,13689304.5983,2998857.3276
2.19.D.LBL,13689277.1200,2998857.3276
2.19.E.LBL,13689249.6414,2998857.3276
2.19.F.LBL,13689222.1631,2998857.3276
2.19.G.DBL,13689195.3895,2998857.3276
2.19.H.LBL,13689168.6159,2998857.3276
2.19.I.LBL,13689141.1376,2998857.3276
2.19.J.LBL,13689113.6593,2998857.3276
2.19.K.LBL,13689086.1811,2998857.3276
2.19.L.LBL,13689062.0686,2998857.3276
2.20.A.LBL,13689352.8226,2998877.3276
2.20.B.LBL,13689332.0766,2998877.3276
2.20.C.LBL,13689304.5983,2998877.3276
2.20.D.LBL,13689277.1200,2998877.3276
2.20.E.LBL,13689249.6414,2998877.3276
2.20.F.LBL,13689222.1631,2998877.3276
2.20.G.DBL,13689195.3895,2998877.3276
2.20.H.LBL,13689168.6159,2998877.3276
2.20.I.LBL,13689141.1376,2998877.3276
2.20.J.LBL,13689113.6593,2998877.3276
2.20.K.LBL,13689086.1811,2998877.3276
2.20.L.LBL,13689062.0686,2998877.3276
2.21.A.LBL,13689352.8226,2998897.3275
2.21.B.LBL,13689332.0766,2998897.3275
2.21.C.LBL,13689304.5983,2998897.3275
2.21.D.LBL,13689277.1200,2998897.3275
2.21.E.LBL,13689249.6414,2998897.3275
2.21.F.LBL,13689222.1631,2998897.3275
2.21.G.DBL,13689195.3895,2998897.3275
2.21.H.LBL,13689168.6159,2998897.3275
2.21.I.LBL,13689141.1376,2998897.3275
2.21.J.LBL,13689113.6593,2998897.3275
2.21.K.LBL,13689086.1811,2998897.3275
2.21.L.LBL,13689062.0686,2998897.3275
2.22.A.LBL,13689352.8226,2998917.3275
2.22.B.LBL,13689332.0766,2998917.3275
2.22.C.LBL,13689304.5983,2998917.3275
2.22.D.LBL,13689277.1200,2998917.3275
2.22.E.LBL,13689249.6414,2998917.3275
2.22.F.LBL,13689222.1631,2998917.3275
2.22.G.DBL,13689195.3895,2998917.3275
2.22.H.LBL,13689168.6159,2998917.3275
2.22.I.LBL,13689141.1376,2998917.3275
2.22.J.LBL,13689113.6593,2998917.3275
2.22.K.LBL,13689086.1811,2998917.3275
2.22.L.YEL,13689062.0686,2998917.3275
2.23.A.LBL,13689352.8226,2998937.3274
2.23.B.LBL,13689332.0766,2998937.3274
2.23.C.LBL,13689304.5983,2998937.3274
2.23.D.LBL,13689277.1200,2998937.3274
2.23.E.LBL,13689249.6414,2998937.3274
2.23.F.LBL,13689222.1631,2998937.3274
2.23.G.DBL,13689195.3895,2998937.3274
2.23.H.LBL,13689168.6159,2998937.3274
2.23.I.LBL,13689141.1376,2998937.3274
2.23.J.LBL,13689113.6593,2998937.3274
2.23.K.LBL,13689086.1811,2998937.3274
2.23.L.LBL,13689062.0686,2998937.3274
2.24.A.LBL,13689352.8226,2998957.3274
2.24.B.LBL,13689332.0766,2998957.3274
2.24.C.LBL,13689304.5983,2998957.3274
2.24.D.LBL,13689277.1200,2998957.3274
2.24.E.LBL,13689249.6414,2998957.3274
2.24.F.LBL,13689222.1631,2998957.3274
2.24.G.DBL,13689195.3895,2998957.3274
2.24.H.LBL,13689168.6159,2998957.3274
2.24.I.LBL,13689141.1376,2998957.3274
2.24.J.LBL,13689113.6593,2998957.3274
2.24.K.LBL,13689086.1811,2998957.3274
2.24.L.YEL,13689062.0686,2998957.3274
2.25.A.LBL,13689352.8226,2998977.3274
2.25.B.LBL,13689332.0766,2998977.3274
2.25.C.LBL,13689304.5983,2998977.3274
2.25.D.LBL,13689277.1200,2998977.3274
2.25.E.LBL,13689249.6414,2998977.3274
2.25.F.LBL,13689222.1631,2998977.3274
2.25.G.DBL,13689195.3895,2998977.3274
2.25.H.LBL,13689168.6159,2998977.3274
2.25.I.LBL,13689141.1376,2998977.3274
2.25.J.LBL,13689113.6593,2998977.3274
2.25.K.LBL,13689086.1811,2998977.3274
2.25.L.LBL,13689062.0686,2998977.3274
2.26.A.LBL,13689352.8226,2998997.3276
2.26.B.LBL,13689332.0766,2998997.3276
2.26.C.LBL,13689304.5983,2998997.3276
2.26.D.LBL,13689277.1200,2998997.3276
2.26.E.LBL,13689249.6414,2998997.3276
2.26.F.LBL,13689222.1631,2998997.3276
2.26.G.DBL,13689195.3895,2998997.3276
2.26.H.LBL,13689168.6159,2998997.3276
2.26.I.LBL,13689141.1376,2998997.3276
2.26.J.LBL,13689113.6593,2998997.3276
2.26.K.LBL,13689086.1811,2998997.3276
2.26.L.LBL,13689062.0686,2998997.3276
2.27.A.LBL,13689352.8226,2999017.3276
2.27.B.LBL,13689332.0766,2999017.3276
2.27.C.LBL,13689304.5983,2999017.3276
2.27.D.LBL,13689277.1200,2999017.3276
2.27.E.LBL,13689249.6414,2999017.3276
2.27.F.LBL,13689222.1631,2999017.3276
2.27.G.DBL,13689195.3895,2999017.3276
2.27.H.LBL,13689168.6159,2999017.3276
2.27.I.LBL,13689141.1376,2999017.3276
2.27.J.LBL,13689113.6593,2999017.3276
2.27.K.LBL,13689086.1811,2999017.3276
2.27.L.LBL,13689062.0686,2999017.3276
2.28.A.LBL,13689352.8226,2999037.3276
2.28.B.LBL,13689332.0766,2999037.3276
2.28.C.LBL,13689304.5983,2999037.3276
2.28.D.LBL,13689277.1200,2999037.3276
2.28.E.LBL,13689249.6414,2999037.3276
2.28.F.LBL,13689222.1631,2999037.3276
2.28.G.DBL,13689195.3895,2999037.3276
2.28.H.LBL,13689168.6159,2999037.3276
2.28.I.LBL,13689141.1376,2999037.3276
2.28.J.LBL,13689113.6593,2999037.3276
2.28.K.LBL,13689086.1811,2999037.3276
2.28.L.LBL,13689062.0686,2999037.3276
2.29.A.LBL,13689352.8226,2999057.3275
2.29.B.LBL,13689332.0766,2999057.3275
2.29.C.LBL,13689304.5983,2999057.3275
2.29.D.LBL,13689277.1200,2999057.3275
2.29.E.LBL,13689249.6414,2999057.3275
2.29.F.LBL,13689222.1631,2999057.3275
2.29.G.DBL,13689195.3895,2999057.3275
2.29.H.LBL,13689168.6159,2999057.3275
2.29.I.LBL,13689141.1376,2999057.3275
2.29.J.LBL,13689113.6593,2999057.3275
2.29.K.LBL,13689086.1811,2999057.3275
2.29.L.LBL,13689062.0686,2999057.3275
2.30.A.LBL,13689352.8226,2999077.3275
2.30.B.LBL,13689332.0766,2999077.3275
2.30.C.LBL,13689304.5983,2999077.3275
2.30.D.LBL,13689277.1200,2999077.3275
2.30.E.LBL,13689249.6414,2999077.3275
2.30.F.LBL,13689222.1631,2999077.3275
2.30.G.DBL,13689195.3895,2999077.3275
2.30.H.LBL,13689168.6159,2999077.3275
2.30.I.LBL,13689141.1376,2999077.3275
2.30.J.LBL,13689113.6593,2999077.3275
2.30.K.LBL,13689086.1811,2999077.3275
2.30.L.LBL,13689062.0686,2999077.3275
2.31.A.LBL,13689352.8226,2999097.3274
2.31.B.LBL,13689332.0766,2999097.3274
2.31.C.LBL,13689304.5983,2999097.3274
2.31.D.LBL,13689277.1200,2999097.3274
2.31.E.LBL,13689249.6414,2999097.3274
2.31.F.LBL,13689222.1631,2999097.3274
2.31.G.DBL,13689195.3895,2999097.3274
2.31.H.LBL,13689168.6159,2999097.3274
2.31.I.LBL,13689141.1376,2999097.3274
2.31.J.LBL,13689113.6593,2999097.3274
2.31.K.LBL,13689086.1811,2999097.3274
2.31.L.LBL,13689062.0686,2999097.3274
2.32.A.LBL,13689352.8226,2999117.3274
2.32.B.LBL,13689332.0766,2999117.3274
2.32.C.LBL,13689304.5983,2999117.3274
2.32.D.LBL,13689277.1200,2999117.3274
2.32.E.LBL,13689249.6414,2999117.3274
2.32.F.LBL,13689222.1631,2999117.3274
2.32.G.DBL,13689195.3895,2999117.3274
2.32.H.LBL,13689168.6159,2999117.3274
2.32.I.LBL,13689141.1376,2999117.3274
2.32.J.LBL,13689113.6593,2999117.3274
2.32.K.LBL,13689086.1811,2999117.3274
2.32.L.LBL,13689062.0686,2999117.3274
2.33.A.LBL,13689352.8226,2999137.3274
2.33.B.LBL,13689332.0766,2999137.3274
2.33.C.LBL,13689304.5983,2999137.3274
2.33.D.LBL,13689277.1200,2999137.3274
2.33.E.LBL,13689249.6414,2999137.3274
2.33.F.LBL,13689222.1631,2999137.3274
2.33.G.DBL,13689195.3895,2999137.3274
2.33.H.LBL,13689168.6159,2999137.3274
2.33.I.LBL,13689141.1376,2999137.3274
2.33.J.LBL,13689113.6593,2999137.3274
2.33.K.LBL,13689086.1811,2999137.3274
2.33.L.LBL,13689062.0686,2999137.3274
2.34.A.LBL,13689352.8226,2999157.3277
2.34.B.LBL,13689332.0766,2999157.3277
2.34.C.LBL,13689304.5983,2999157.3277
2.34.D.LBL,13689277.1200,2999157.3277
2.34.E.LBL,13689249.6414,2999157.3277
2.34.F.LBL,13689222.1631,2999157.3277
2.34.G.DBL,13689195.3895,2999157.3277
2.34.H.LBL,13689168.6159,2999157.3277
2.34.I.LBL,13689141.1376,2999157.3277
2.34.J.LBL,13689113.6593,2999157.3277
2.34.K.LBL,13689086.1811,2999157.3277
2.34.L.LBL,13689062.0686,2999157.3277
2.35.A.LBL,13689352.8226,2999177.3276
2.35.B.LBL,13689332.0766,2999177.3276
2.35.C.LBL,13689304.5983,2999177.3276
2.35.D.LBL,13689277.1200,2999177.3276
2.35.E.LBL,13689249.6414,2999177.3276
2.35.F.LBL,13689222.1631,2999177.3276
2.35.G.DBL,13689195.3895,2999177.3276
2.35.H.LBL,13689168.6159,2999177.3276
2.35.I.LBL,13689141.1376,2999177.3276
2.35.J.LBL,13689113.6593,2999177.3276
2.35.K.LBL,13689086.1811,2999177.3276
2.35.L.LBL,13689062.0686,2999177.3276
2.36.A.LBL,13689352.8226,2999197.3276
2.36.B.LBL,13689332.0766,2999197.3276
2.36.C.LBL,13689304.5983,2999197.3276
2.36.D.LBL,13689277.1200,2999197.3276
2.36.E.LBL,13689249.6414,2999197.3276
2.36.F.LBL,13689222.1631,2999197.3276
2.36.G.DBL,13689195.3895,2999197.3276
2.36.H.LBL,13689168.6159,2999197.3276
2.36.I.LBL,13689141.1376,2999197.3276
2.36.J.LBL,13689113.6593,2999197.3276
2.36.K.LBL,13689086.1811,2999197.3276
2.36.L.LBL,13689062.0686,2999197.3276
2.37.A.LBL,13689352.8226,2999217.3275
2.37.B.LBL,13689332.0766,2999217.3275
2.37.C.LBL,13689304.5983,2999217.3275
2.37.D.LBL,13689277.1200,2999217.3275
2.37.E.LBL,13689249.6414,2999217.3275
2.37.F.LBL,13689222.1631,2999217.3275
2.37.G.DBL,13689195.3895,2999217.3275
2.37.H.LBL,13689168.6159,2999217.3275
2.37.I.LBL,13689141.1376,2999217.3275
2.37.J.LBL,13689113.6593,2999217.3275
2.37.K.LBL,13689086.1811,2999217.3275
2.37.L.LBL,13689062.0686,2999217.3275
2.38.A.LBL,13689352.8226,2999237.3275
2.38.B.LBL,13689332.0766,2999237.3275
2.38.C.LBL,13689304.5983,2999237.3275
2.38.D.LBL,13689277.1200,2999237.3275
2.38.E.LBL,13689249.6414,2999237.3275
2.38.F.LBL,13689222.1631,2999237.3275
2.38.G.DBL,13689195.3895,2999237.3275
2.38.H.LBL,13689168.6159,2999237.3275
2.38.I.LBL,13689141.1376,2999237.3275
2.38.J.LBL,13689113.6593,2999237.3275
2.38.K.LBL,13689086.1811,2999237.3275
2.38.L.LBL,13689062.0686,2999237.3275
2.39.A.LBL,13689352.8226,2999257.3275
2.39.B.LBL,13689332.0766,2999257.3275
2.39.C.LBL,13689304.5983,2999257.3275
2.39.D.LBL,13689277.1200,2999257.3275
2.39.E.LBL,13689249.6414,2999257.3275
2.39.F.LBL,13689222.1631,2999257.3275
2.39.G.DBL,13689195.3895,2999257.3275
2.39.H.LBL,13689168.6159,2999257.3275
2.39.I.LBL,13689141.1376,2999257.3275
2.39.J.LBL,13689113.6593,2999257.3275
2.39.K.LGR,13689086.1811,2999257.3275
2.39.L.YEL,13689062.0686,2999257.3275
2.40.A.LBL,13689352.8226,2999277.3274
2.40.B.LBL,13689332.0766,2999277.3274
2.40.C.LBL,13689304.5983,2999277.3274
2.40.D.LBL,13689277.1200,2999277.3274
2.40.E.LBL,13689249.6414,2999277.3274
2.40.F.LBL,13689222.1631,2999277.3274
2.40.G.DBL,13689195.3895,2999277.3274
2.40.H.LBL,13689168.6159,2999277.3274
2.40.I.LBL,13689141.1376,2999277.3274
2.40.J.LBL,13689113.6593,2999277.3274
2.40.K.LGR,13689086.1811,2999277.3274
2.40.L.YEL,13689062.0686,2999277.3274
2.41.A.LBL,13689352.8226,2999297.3274
2.41.B.LBL,13689332.0766,2999297.3274
2.41.C.LBL,13689304.5983,2999297.3274
2.41.D.LBL,13689277.1200,2999297.3274
2.41.E.LBL,13689249.6414,2999297.3274
2.41.F.LBL,13689222.1631,2999297.3274
2.41.G.DBL,13689195.3895,2999297.3274
2.41.H.LBL,13689168.6159,2999297.3274
2.41.I.LBL,13689141.1376,2999297.3274
2.41.J.LBL,13689113.6593,2999297.3274
2.41.K.LGR,13689086.1811,2999297.3274
2.41.L.YEL,13689062.0686,2999297.3274
2.42.A.LBL,13689352.8226,2999317.3277
2.42.B.LBL,13689332.0766,2999317.3277
2.42.C.LBL,13689304.5983,2999317.3277
2.42.D.LBL,13689277.1200,2999317.3277
2.42.E.LBL,13689249.6414,2999317.3277
2.42.F.LBL,13689222.1631,2999317.3277
2.42.G.DBL,13689195.3895,2999317.3277
2.42.H.LBL,13689168.6159,2999317.3277
2.42.I.LBL,13689141.1376,2999317.3277
2.42.J.LBL,13689113.6593,2999317.3277
2.42.K.LGR,13689086.1811,2999317.3277
2.42.L.YEL,13689062.0686,2999317.3277
2.43.A.LBL,13689352.8226,2999337.3276
2.43.B.LBL,13689332.0766,2999337.3276
2.43.C.LBL,13689304.5983,2999337.3276
2.43.D.LBL,13689277.1200,2999337.3276
2.43.E.LBL,13689249.6414,2999337.3276
2.43.F.LBL,13689222.1631,2999337.3276
2.43.G.DBL,13689195.3895,2999337.3276
2.43.H.LBL,13689168.6159,2999337.3276
2.43.I.LBL,13689141.1376,2999337.3276
2.43.J.LBL,13689113.6593,2999337.3276
2.43.K.LGR,13689086.1811,2999337.3276
2.43.L.LBL,13689062.0686,2999337.3276
2.44.A.LBL,13689352.8226,2999357.3276
2.44.B.LBL,13689332.0766,2999357.3276
2.44.C.LBL,13689304.5983,2999357.3276
2.44.D.LBL,13689277.1200,2999357.3276
2.44.E.LBL,13689249.6414,2999357.3276
2.44.F.LBL,13689222.1631,2999357.3276
2.44.G.DBL,13689195.3895,2999357.3276
2.44.H.LBL,13689168.6159,2999357.3276
2.44.I.LBL,13689141.1376,2999357.3276
2.44.J.LBL,13689113.6593,2999357.3276
2.44.K.LGR,13689086.1811,2999357.3276
2.44.L.LBL,13689062.0686,2999357.3276
2.45.A.LBL,13689352.8226,2999377.3275
2.45.B.LBL,13689332.0766,2999377.3275
2.45.C.LBL,13689304.5983,2999377.3275
2.45.D.LBL,13689277.1200,2999377.3275
2.45.E.LBL,13689249.6414,2999377.3275
2.45.F.LBL,13689222.1631,2999377.3275
2.45.G.DBL,13689195.3895,2999377.3275
2.45.H.LBL,13689168.6159,2999377.3275
2.45.I.LBL,13689141.1376,2999377.3275
2.45.J.LBL,13689113.6593,2999377.3275
2.45.K.LGR,13689086.1811,2999377.3275
2.45.L.LBL,13689062.0686,2999377.3275
2.46.A.LBL,13689352.8226,2999397.3275
2.46.B.LBL,13689332.0766,2999397.3275
2.46.C.LBL,13689304.5983,2999397.3275
2.46.D.LBL,13689277.1200,2999397.3275
2.46.E.LBL,13689249.6414,2999397.3275
2.46.F.LBL,13689222.1631,2999397.3275
2.46.G.DBL,13689195.3895,2999397.3275
2.46.H.LBL,13689168.6159,2999397.3275
2.46.I.LBL,13689141.1376,2999397.3275
2.46.J.LBL,13689113.6593,2999397.3275
2.46.K.LGR,13689086.1811,2999397.3275
2.46.L.LBL,13689062.0686,2999397.3275
2.47.A.WHT,13689352.8226,2999417.3275
2.47.B.WHT,13689332.0766,2999417.3275
2.47.C.WHT,13689304.5983,2999417.3275
2.47.D.WHT,13689277.1200,2999417.3275
2.47.E.RED,13689249.6414,2999417.3275
2.47.F.WHT,13689222.1631,2999417.3275
2.47.G.BRO,13689195.3895,2999417.3275
2.47.H.WHT,13689168.6159,2999417.3275
2.47.I.WHT,13689141.1376,2999417.3275
2.47.J.RED,13689113.6593,2999417.3275
2.47.K.RED,13689086.1811,2999417.3275
2.47.L.RED,13689062.0686,2999417.3275
2.48.A.WHT,13689352.8226,2999437.3274
2.48.B.WHT,13689332.0766,2999437.3274
2.48.C.WHT,13689304.5983,2999437.3274
2.48.D.WHT,13689277.1200,2999437.3274
2.48.E.WHT,13689249.6414,2999437.3274
2.48.F.WHT,13689222.1631,2999437.3274
2.48.G.PRP,13689195.3895,2999437.3274
2.48.H.WHT,13689168.6159,2999437.3274
2.48.I.WHT,13689141.1376,2999437.3274
2.48.J.WHT,13689113.6593,2999437.3274
2.48.K.RED,13689086.1811,2999437.3274
2.48.L.RED,13689062.0686,2999437.3274
3.14.A.WHT,13689033.5608,2998757.3275
3.14.B.WHT,13689012.8147,2998757.3275
3.14.C.WHT,13688985.3364,2998757.3275
3.14.D.WHT,13688957.8581,2998757.3275
3.14.E.WHT,13688930.3799,2998757.3275
3.14.F.WHT,13688902.9012,2998757.3275
3.14.G.PRP,13688876.1277,2998757.3275
3.14.H.RED,13688849.3541,2998757.3275
3.14.I.RED,13688828.6081,2998757.3275
3.15.A.RED,13689033.5608,2998777.3274
3.15.B.RED,13689012.8147,2998777.3274
3.15.C.RED,13688985.3364,2998777.3274
3.15.D.RED,13688957.8581,2998777.3274
3.15.E.RED,13688930.3799,2998777.3274
3.15.F.RED,13688902.9012,2998777.3274
3.15.G.BRO,13688876.1277,2998777.3274
3.15.H.RED,13688849.3541,2998777.3274
3.15.I.RED,13688828.6081,2998777.3274
3.16.A.YEL,13689033.5608,2998797.3274
3.16.B.LBL,13689012.8147,2998797.3274
3.16.C.YEL,13688985.3364,2998797.3274
3.16.D.YEL,13688957.8581,2998797.3274
3.16.E.YEL,13688930.3799,2998797.3274
3.16.F.YEL,13688902.9012,2998797.3274
3.16.G.DBL,13688876.1277,2998797.3274
3.16.H.LGR,13688849.3541,2998797.3274
3.16.I.YEL,13688828.6081,2998797.3274
3.17.A.LBL,13689033.5608,2998817.3273
3.17.B.LBL,13689012.8147,2998817.3273
3.17.C.YEL,13688985.3364,2998817.3273
3.17.D.YEL,13688957.8581,2998817.3273
3.17.E.YEL,13688930.3799,2998817.3273
3.17.F.LBL,13688902.9012,2998817.3273
3.17.G.DBL,13688876.1277,2998817.3273
3.17.H.LGR,13688849.3541,2998817.3273
3.17.I.YEL,13688828.6081,2998817.3273
3.18.A.LBL,13689033.5608,2998837.3276
3.18.B.LBL,13689012.8147,2998837.3276
3.18.C.LBL,13688985.3364,2998837.3276
3.18.D.YEL,13688957.8581,2998837.3276
3.18.E.YEL,13688930.3799,2998837.3276
3.18.F.LBL,13688902.9012,2998837.3276
3.18.G.DBL,13688876.1277,2998837.3276
3.18.H.LGR,13688849.3541,2998837.3276
3.18.I.LBL,13688828.6081,2998837.3276
3.19.A.LBL,13689033.5608,2998857.3276
3.19.B.LBL,13689012.8147,2998857.3276
3.19.C.YEL,13688985.3364,2998857.3276
3.19.D.LBL,13688957.8581,2998857.3276
3.19.E.YEL,13688930.3799,2998857.3276
3.19.F.LBL,13688902.9012,2998857.3276
3.19.G.DBL,13688876.1277,2998857.3276
3.19.H.LGR,13688849.3541,2998857.3276
3.19.I.LBL,13688828.6081,2998857.3276
3.20.A.LBL,13689033.5608,2998877.3276
3.20.B.LBL,13689012.8147,2998877.3276
3.20.C.LBL,13688985.3364,2998877.3276
3.20.D.LBL,13688957.8581,2998877.3276
3.20.E.YEL,13688930.3799,2998877.3276
3.20.F.LBL,13688902.9012,2998877.3276
3.20.G.DBL,13688876.1277,2998877.3276
3.20.H.LGR,13688849.3541,2998877.3276
3.20.I.LBL,13688828.6081,2998877.3276
3.21.A.LBL,13689033.5608,2998897.3275
3.21.B.LBL,13689012.8147,2998897.3275
3.21.C.LBL,13688985.3364,2998897.3275
3.21.D.LBL,13688957.8581,2998897.3275
3.21.E.LBL,13688930.3799,2998897.3275
3.21.F.LBL,13688902.9012,2998897.3275
3.21.G.PNK,13688876.1277,2998897.3275
3.21.H.BLK,13688849.3541,2998897.3275
3.21.I.ORA,13688828.6081,2998897.3275
3.22.A.LBL,13689033.5608,2998917.3275
3.22.B.LBL,13689012.8147,2998917.3275
3.22.C.LBL,13688985.3364,2998917.3275
3.22.D.LBL,13688957.8581,2998917.3275
3.22.E.LBL,13688930.3799,2998917.3275
3.22.F.LBL,13688902.9012,2998917.3275
3.22.G.PNK,13688876.1277,2998917.3275
3.22.H.BLK,13688849.3541,2998917.3275
3.22.I.ORA,13688828.6081,2998917.3275
3.23.A.LBL,13689033.5608,2998937.3274
3.23.B.LBL,13689012.8147,2998937.3274
3.23.C.LBL,13688985.3364,2998937.3274
3.23.D.LBL,13688957.8581,2998937.3274
3.23.E.LBL,13688930.3799,2998937.3274
3.23.F.LBL,13688902.9012,2998937.3274
3.23.G.PNK,13688876.1277,2998937.3274
3.23.H.BLK,13688849.3541,2998937.3274
3.23.I.LBL,13688828.6081,2998937.3274
3.24.A.LBL,13689033.5608,2998957.3274
3.24.B.LBL,13689012.8147,2998957.3274
3.24.C.LBL,13688985.3364,2998957.3274
3.24.D.LBL,13688957.8581,2998957.3274
3.24.E.LBL,13688930.3799,2998957.3274
3.24.F.LBL,13688902.9012,2998957.3274
3.24.G.PNK,13688876.1277,2998957.3274
3.24.H.BLK,13688849.3541,2998957.3274
3.24.I.ORA,13688828.6081,2998957.3274
3.25.A.LBL,13689033.5608,2998977.3274
3.25.B.LBL,13689012.8147,2998977.3274
3.25.C.LBL,13688985.3364,2998977.3274
3.25.D.LBL,13688957.8581,2998977.3274
3.25.E.LBL,13688930.3799,2998977.3274
3.25.F.LBL,13688902.9012,2998977.3274
3.25.G.PNK,13688876.1277,2998977.3274
3.25.H.BLK,13688849.3541,2998977.3274
3.25.I.LBL,13688828.6081,2998977.3274
3.26.A.ORA,13689033.5608,2998997.3276
3.26.B.ORA,13689012.8147,2998997.3276
3.26.C.LBL,13688985.3364,2998997.3276
3.26.D.LBL,13688957.8581,2998997.3276
3.26.E.ORA,13688930.3799,2998997.3276
3.26.F.ORA,13688902.9012,2998997.3276
3.26.G.PNK,13688876.1277,2998997.3276
3.26.H.BLK,13688849.3541,2998997.3276
3.26.I.ORA,13688828.6081,2998997.3276
3.27.A.LBL,13689033.5608,2999017.3276
3.27.B.LBL,13689012.8147,2999017.3276
3.27.C.LBL,13688985.3364,2999017.3276
3.27.D.LBL,13688957.8581,2999017.3276
3.27.E.LBL,13688930.3799,2999017.3276
3.27.F.LBL,13688902.9012,2999017.3276
3.27.G.DBL,13688876.1277,2999017.3276
3.27.H.LGR,13688849.3541,2999017.3276
3.27.I.LBL,13688828.6081,2999017.3276
3.28.A.LBL,13689033.5608,2999037.3276
3.28.B.LBL,13689012.8147,2999037.3276
3.28.C.LBL,13688985.3364,2999037.3276
3.28.D.LBL,13688957.8581,2999037.3276
3.28.E.LBL,13688930.3799,2999037.3276
3.28.F.LBL,13688902.9012,2999037.3276
3.28.G.DBL,13688876.1277,2999037.3276
3.28.H.LGR,13688849.3541,2999037.3276
3.28.I.LBL,13688828.6081,2999037.3276
3.29.A.LBL,13689033.5608,2999057.3275
3.29.B.LBL,13689012.8147,2999057.3275
3.29.C.LBL,13688985.3364,2999057.3275
3.29.D.LBL,13688957.8581,2999057.3275
3.29.E.LBL,13688930.3799,2999057.3275
3.29.F.LBL,13688902.9012,2999057.3275
3.29.G.DBL,13688876.1277,2999057.3275
3.29.H.LGR,13688849.3541,2999057.3275
3.29.I.LBL,13688828.6081,2999057.3275
3.30.A.LBL,13689033.5608,2999077.3275
3.30.B.LBL,13689012.8147,2999077.3275
3.30.C.LBL,13688985.3364,2999077.3275
3.30.D.LBL,13688957.8581,2999077.3275
3.30.E.LBL,13688930.3799,2999077.3275
3.30.F.LBL,13688902.9012,2999077.3275
3.30.G.DBL,13688876.1277,2999077.3275
3.30.H.LGR,13688849.3541,2999077.3275
3.30.I.LBL,13688828.6081,2999077.3275
3.31.A.LBL,13689033.5608,2999097.3274
3.31.B.ORA,13689012.8147,2999097.3274
3.31.C.LBL,13688985.3364,2999097.3274
3.31.D.LBL,13688957.8581,2999097.3274
3.31.E.LBL,13688930.3799,2999097.3274
3.31.F.LBL,13688902.9012,2999097.3274
3.31.G.BRO,13688876.1277,2999097.3274
3.31.H.WHT,13688849.3541,2999097.3274
3.31.I.WHT,13688821.8758,2999097.3274
3.31.J.RED,13688794.3975,2999097.3274
3.31.K.WHT,13688766.9192,2999097.3274
3.31.L.WHT,13688742.8071,2999097.3274
3.32.A.LBL,13689033.5608,2999117.3274
3.32.B.LBL,13689012.8147,2999117.3274
3.32.C.LBL,13688985.3364,2999117.3274
3.32.D.LBL,13688957.8581,2999117.3274
3.32.E.LBL,13688930.3799,2999117.3274
3.32.F.LBL,13688902.9012,2999117.3274
3.32.G.BRO,13688876.1277,2999117.3274
3.32.H.WHT,13688849.3541,2999117.3274
3.32.I.RED,13688821.8758,2999117.3274
3.32.J.RED,13688794.3975,2999117.3274
3.32.K.WHT,13688766.9192,2999117.3274
3.32.L.WHT,13688742.8071,2999117.3274
3.33.A.LBL,13689033.5608,2999137.3274
3.33.B.LBL,13689012.8147,2999137.3274
3.33.C.LBL,13688985.3364,2999137.3274
3.33.D.LBL,13688957.8581,2999137.3274
