Pilecode,N,E
2.6.G.DBL,13691624.8298,3011967.3506
2.6.H.YEL,13691598.0560,3011967.3506
2.6.I.YEL,13691570.5777,3011967.3506
2.6.J.YEL,13691543.0994,3011967.3506
2.6.K.YEL,13691515.6211,3011967.3506
2.6.L.LBL,13691491.5089,3011967.3506
2.7.A.LBL,13691782.2629,3011987.3506
2.7.B.LBL,13691761.5166,3011987.3506
2.7.C.LBL,13691734.0383,3011987.3506
2.7.D.LBL,13691706.5600,3011987.3506
2.7.E.YEL,13691679.0817,3011987.3506
2.7.F.YEL,13691651.6034,3011987.3506
2.7.G.DBL,13691624.8298,3011987.3506
2.7.H.YEL,13691598.0560,3011987.3506
2.7.I.YEL,13691570.5777,3011987.3506
2.7.J.YEL,13691543.0994,3011987.3506
2.7.K.LBL,13691515.6211,3011987.3506
2.7.L.LBL,13691491.5089,3011987.3506
2.8.A.LBL,13691782.2629,3012007.3505
2.8.B.LBL,13691761.5166,3012007.3505
2.8.C.YEL,13691734.0383,3012007.3505
2.8.D.ORA,13691706.5600,3012007.3505
2.8.E.YEL,13691679.0817,3012007.3505
2.8.F.YEL,13691651.6034,3012007.3505
2.8.G.DBL,13691624.8298,3012007.3505
2.8.H.YEL,13691598.0560,3012007.3505
2.8.I.YEL,13691570.5777,3012007.3505
2.8.J.YEL,13691543.0994,3012007.3505
2.8.K.YEL,13691515.6211,3012007.3505
2.8.L.YEL,13691491.5089,3012007.3505
2.9.A.LBL,13691782.2629,3012027.3505
2.9.B.LBL,13691761.5166,3012027.3505
2.9.C.YEL,13691734.0383,3012027.3505
2.9.D.YEL,13691706.5600,3012027.3505
2.9.E.ORA,13691679.0817,3012027.3505
2.9.F.YEL,13691651.6034,3012027.3505
2.9.G.DBL,13691624.8298,3012027.3505
2.9.H.YEL,13691598.0560,3012027.3505
2.9.I.YEL,13691570.5777,3012027.3505
2.9.J.YEL,13691543.0994,3012027.3505
2.9.K.YEL,13691515.6211,3012027.3505
2.9.L.LBL,13691491.5089,3012027.3505
2.10.A.LBL,13691782.2629,3012047.3504
2.10.B.LBL,13691761.5166,3012047.3504
2.10.C.LBL,13691734.0383,3012047.3504
2.10.D.YEL,13691706.5600,3012047.3504
2.10.E.LBL,13691679.0817,3012047.3504
2.10.F.YEL,13691651.6034,3012047.3504
2.10.G.DBL,13691624.8298,3012047.3504
2.10.H.YEL,13691598.0560,3012047.3504
2.10.I.YEL,13691570.5777,3012047.3504
2.10.J.YEL,13691543.0994,3012047.3504
2.10.K.YEL,13691515.6211,3012047.3504
2.10.L.YEL,13691491.5089,3012047.3504
2.11.A.LBL,13691782.2629,3012067.3504
2.11.B.LBL,13691761.5166,3012067.3504
2.11.C.LBL,13691734.0383,3012067.3504
2.11.D.LBL,13691706.5600,3012067.3504
2.11.E.LBL,13691679.0817,3012067.3504
2.11.F.ORA,13691651.6034,3012067.3504
2.11.G.DBL,13691624.8298,3012067.3504
2.11.H.LBL,13691598.0560,3012067.3504
2.11.I.LBL,13691570.5777,3012067.3504
2.11.J.LBL,13691543.0994,3012067.3504
2.11.K.LBL,13691515.6211,3012067.3504
2.11.L.LBL,13691491.5089,3012067.3504
2.12.A.LBL,13691782.2629,3012087.3504
2.12.B.LBL,13691761.5166,3012087.3504
2.12.C.LBL,13691734.0383,3012087.3504
2.12.D.LBL,13691706.5600,3012087.3504
2.12.E.LBL,13691679.0817,3012087.3504
2.12.F.YEL,13691651.6034,3012087.3504
2.12.G.PNK,13691624.8298,3012087.3504
2.12.H.YEL,13691598.0560,3012087.3504
2.12.I.LBL,13691570.5777,3012087.3504
2.12.J.LBL,13691543.0994,3012087.3504
2.12.K.LBL,13691515.6211,3012087.3504
2.12.L.LBL,13691491.5089,3012087.3504
2.13.A.LBL,13691782.2629,3012107.3506
2.13.B.LBL,13691761.5166,3012107.3506
2.13.C.LBL,13691734.0383,3012107.3506
2.13.D.LBL,13691706.5600,3012107.3506
2.13.E.LBL,13691679.0817,3012107.3506
2.13.F.LBL,13691651.6034,3012107.3506
2.13.G.PNK,13691624.8298,3012107.3506
2.13.H.YEL,13691598.0560,3012107.3506
2.13.I.LBL,13691570.5777,3012107.3506
2.13.J.LBL,13691543.0994,3012107.3506
2.13.K.LBL,13691515.6211,3012107.3506
2.13.L.LBL,13691491.5089,3012107.3506
2.14.A.LBL,13691782.2629,3012127.3506
2.14.B.LBL,13691761.5166,3012127.3506
2.14.C.LBL,13691734.0383,3012127.3506
2.14.D.LBL,13691706.5600,3012127.3506
2.14.E.LBL,13691679.0817,3012127.3506
2.14.F.LBL,13691651.6034,3012127.3506
2.14.G.DBL,13691624.8298,3012127.3506
2.14.H.ORA,13691598.0560,3012127.3506
2.14.I.YEL,13691570.5777,3012127.3506
2.14.J.LBL,13691543.0994,3012127.3506
2.14.K.LBL,13691515.6211,3012127.3506
2.14.L.LBL,13691491.5089,3012127.3506
2.15.A.LBL,13691782.2629,3012147.3506
2.15.B.LBL,13691761.5166,3012147.3506
2.15.C.LBL,13691734.0383,3012147.3506
2.15.D.LBL,13691706.5600,3012147.3506
2.15.E.LBL,13691679.0817,3012147.3506
2.15.F.LBL,13691651.6034,3012147.3506
2.15.G.DBL,13691624.8298,3012147.3506
2.15.H.LBL,13691598.0560,3012147.3506
2.15.I.LBL,13691570.5777,3012147.3506
2.15.J.YEL,13691543.0994,3012147.3506
2.15.K.YEL,13691515.6211,3012147.3506
2.15.L.YEL,13691491.5089,3012147.3506
2.16.A.LBL,13691782.2629,3012167.3505
2.16.B.LBL,13691761.5166,3012167.3505
2.16.C.LBL,13691734.0383,3012167.3505
2.16.D.LBL,13691706.5600,3012167.3505
2.16.E.LBL,13691679.0817,3012167.3505
2.16.F.LBL,13691651.6034,3012167.3505
2.16.G.DBL,13691624.8298,3012167.3505
2.16.H.YEL,13691598.0560,3012167.3505
2.16.I.ORA,13691570.5777,3012167.3505
2.16.J.YEL,13691543.0994,3012167.3505
2.16.K.YEL,13691515.6211,3012167.3505
2.16.L.YEL,13691491.5089,3012167.3505
2.17.A.LBL,13691782.2629,3012187.3505
2.17.B.LBL,13691761.5166,3012187.3505
2.17.C.LBL,13691734.0383,3012187.3505
2.17.D.LBL,13691706.5600,3012187.3505
2.17.E.LBL,13691679.0817,3012187.3505
2.17.F.LBL,13691651.6034,3012187.3505
2.17.G.DBL,13691624.8298,3012187.3505
2.17.H.LBL,13691598.0560,3012187.3505
2.17.I.LBL,13691570.5777,3012187.3505
2.17.J.ORA,13691543.0994,3012187.3505
2.17.K.YEL,13691515.6211,3012187.3505
2.17.L.LBL,13691491.5089,3012187.3505
2.18.A.LBL,13691782.2629,3012207.3504
2.18.B.LBL,13691761.5166,3012207.3504
2.18.C.LBL,13691734.0383,3012207.3504
2.18.D.LBL,13691706.5600,3012207.3504
2.18.E.LBL,13691679.0817,3012207.3504
2.18.F.LBL,13691651.6034,3012207.3504
2.18.G.PNK,13691624.8298,3012207.3504
2.18.H.LBL,13691598.0560,3012207.3504
2.18.I.ORA,13691570.5777,3012207.3504
2.18.J.ORA,13691543.0994,3012207.3504
2.18.K.LBL,13691515.6211,3012207.3504
2.18.L.LBL,13691491.5089,3012207.3504
2.19.A.ORA,13691782.2629,3012227.3504
2.19.B.ORA,13691761.5166,3012227.3504
2.19.C.ORA,13691734.0383,3012227.3504
2.19.D.ORA,13691706.5600,3012227.3504
2.19.E.ORA,13691679.0817,3012227.3504
2.19.F.ORA,13691651.6034,3012227.3504
2.19.G.PNK,13691624.8298,3012227.3504
2.19.H.LBL,13691598.0560,3012227.3504
2.19.I.LBL,13691570.5777,3012227.3504
2.19.J.LBL,13691543.0994,3012227.3504
2.19.K.ORA,13691515.6211,3012227.3504
2.19.L.YEL,13691491.5089,3012227.3504
2.20.A.ORA,13691782.2629,3012247.3504
2.20.B.ORA,13691761.5166,3012247.3504
2.20.C.ORA,13691734.0383,3012247.3504
2.20.D.ORA,13691706.5600,3012247.3504
2.20.E.ORA,13691679.0817,3012247.3504
2.20.F.ORA,13691651.6034,3012247.3504
2.20.G.PNK,13691624.8298,3012247.3504
2.20.H.LBL,13691598.0560,3012247.3504
2.20.I.LBL,13691570.5777,3012247.3504
2.20.J.LBL,13691543.0994,3012247.3504
2.20.K.LBL,13691515.6211,3012247.3504
2.20.L.ORA,13691491.5089,3012247.3504
2.21.A.ORA,13691782.2629,3012267.3507
2.21.B.ORA,13691761.5166,3012267.3507
2.21.C.ORA,13691734.0383,3012267.3507
2.21.D.ORA,13691706.5600,3012267.3507
2.21.E.ORA,13691679.0817,3012267.3507
2.21.F.ORA,13691651.6034,3012267.3507
2.21.G.PNK,13691624.8298,3012267.3507
2.21.H.LBL,13691598.0560,3012267.3507
2.21.I.LBL,13691570.5777,3012267.3507
2.21.J.LBL,13691543.0994,3012267.3507
2.21.K.LBL,13691515.6211,3012267.3507
2.21.L.ORA,13691491.5089,3012267.3507
2.22.A.ORA,13691782.2629,3012287.3506
2.22.B.ORA,13691761.5166,3012287.3506
2.22.C.ORA,13691734.0383,3012287.3506
2.22.D.ORA,13691706.5600,3012287.3506
2.22.E.ORA,13691679.0817,3012287.3506
2.22.F.LBL,13691651.6034,3012287.3506
2.22.G.PNK,13691624.8298,3012287.3506
2.22.H.LBL,13691598.0560,3012287.3506
2.22.I.LBL,13691570.5777,3012287.3506
2.22.J.LBL,13691543.0994,3012287.3506
2.22.K.LBL,13691515.6211,3012287.3506
2.22.L.LBL,13691491.5089,3012287.3506
2.23.A.ORA,13691782.2629,3012307.3506
2.23.B.ORA,13691761.5166,3012307.3506
2.23.C.ORA,13691734.0383,3012307.3506
2.23.D.ORA,13691706.5600,3012307.3506
2.23.E.ORA,13691679.0817,3012307.3506
2.23.F.ORA,13691651.6034,3012307.3506
2.23.G.PNK,13691624.8298,3012307.3506
2.23.H.LBL,13691598.0560,3012307.3506
2.23.I.LBL,13691570.5777,3012307.3506
2.23.J.LBL,13691543.0994,3012307.3506
2.23.K.LBL,13691515.6211,3012307.3506
2.23.L.LBL,13691491.5089,3012307.3506
2.24.A.LBL,13691782.2629,3012327.3505
2.24.B.LBL,13691761.5166,3012327.3505
2.24.C.ORA,13691734.0383,3012327.3505
2.24.D.ORA,13691706.5600,3012327.3505
2.24.E.ORA,13691679.0817,3012327.3505
2.24.F.ORA,13691651.6034,3012327.3505
2.24.G.PNK,13691624.8298,3012327.3505
2.24.H.LBL,13691598.0560,3012327.3505
2.24.I.LBL,13691570.5777,3012327.3505
2.24.J.LBL,13691543.0994,3012327.3505
2.24.K.LBL,13691515.6211,3012327.3505
2.24.L.LBL,13691491.5089,3012327.3505
2.25.A.LBL,13691782.2629,3012347.3505
2.25.B.LBL,13691761.5166,3012347.3505
2.25.C.LBL,13691734.0383,3012347.3505
2.25.D.ORA,13691706.5600,3012347.3505
2.25.E.ORA,13691679.0817,3012347.3505
2.25.F.ORA,13691651.6034,3012347.3505
2.25.G.PNK,13691624.8298,3012347.3505
2.25.H.LBL,13691598.0560,3012347.3505
2.25.I.LBL,13691570.5777,3012347.3505
2.25.J.LBL,13691543.0994,3012347.3505
2.25.K.LBL,13691515.6211,3012347.3505
2.25.L.LBL,13691491.5089,3012347.3505
2.26.A.LBL,13691782.2629,3012367.3505
2.26.B.LBL,13691761.5166,3012367.3505
2.26.C.LBL,13691734.0383,3012367.3505
2.26.D.LBL,13691706.5600,3012367.3505
2.26.E.LBL,13691679.0817,3012367.3505
2.26.F.ORA,13691651.6034,3012367.3505
2.26.G.PNK,13691624.8298,3012367.3505
2.26.H.LBL,13691598.0560,3012367.3505
2.26.I.LBL,13691570.5777,3012367.3505
2.26.J.LBL,13691543.0994,3012367.3505
2.26.K.LBL,13691515.6211,3012367.3505
2.26.L.LBL,13691491.5089,3012367.3505
2.27.A.LBL,13691782.2629,3012387.3504
2.27.B.LBL,13691761.5166,3012387.3504
2.27.C.ORA,13691734.0383,3012387.3504
2.27.D.ORA,13691706.5600,3012387.3504
2.27.E.ORA,13691679.0817,3012387.3504
2.27.F.ORA,13691651.6034,3012387.3504
2.27.G.PNK,13691624.8298,3012387.3504
2.27.H.LBL,13691598.0560,3012387.3504
2.27.I.LBL,13691570.5777,3012387.3504
2.27.J.LBL,13691543.0994,3012387.3504
2.27.K.LBL,13691515.6211,3012387.3504
2.27.L.LBL,13691491.5089,3012387.3504
2.28.A.ORA,13691782.2629,3012407.3504
2.28.B.LBL,13691761.5166,3012407.3504
2.28.C.ORA,13691734.0383,3012407.3504
2.28.D.ORA,13691706.5600,3012407.3504
2.28.E.ORA,13691679.0817,3012407.3504
2.28.F.ORA,13691651.6034,3012407.3504
2.28.G.PNK,13691624.8298,3012407.3504
2.28.H.ORA,13691598.0560,3012407.3504
2.28.I.LBL,13691570.5777,3012407.3504
2.28.J.LBL,13691543.0994,3012407.3504
2.28.K.LBL,13691515.6211,3012407.3504
2.28.L.LBL,13691491.5089,3012407.3504
2.29.A.LBL,13691782.2629,3012427.3507
2.29.B.LBL,13691761.5166,3012427.3507
2.29.C.ORA,13691734.0383,3012427.3507
2.29.D.LBL,13691706.5600,3012427.3507
2.29.E.ORA,13691679.0817,3012427.3507
2.29.F.ORA,13691651.6034,3012427.3507
2.29.G.PNK,13691624.8298,3012427.3507
2.29.H.ORA,13691598.0560,3012427.3507
2.29.I.LBL,13691570.5777,3012427.3507
2.29.J.LBL,13691543.0994,3012427.3507
2.29.K.LBL,13691515.6211,3012427.3507
2.29.L.LBL,13691491.5089,3012427.3507
2.30.A.LBL,13691782.2629,3012447.3506
2.30.B.LBL,13691761.5166,3012447.3506
2.30.C.LBL,13691734.0383,3012447.3506
2.30.D.ORA,13691706.5600,3012447.3506
2.30.E.ORA,13691679.0817,3012447.3506
2.30.F.ORA,13691651.6034,3012447.3506
2.30.G.PNK,13691624.8298,3012447.3506
2.30.H.LBL,13691598.0560,3012447.3506
2.30.I.LBL,13691570.5777,3012447.3506
2.30.J.LBL,13691543.0994,3012447.3506
2.30.K.LBL,13691515.6211,3012447.3506
2.30.L.LBL,13691491.5089,3012447.3506
2.31.A.LBL,13691782.2629,3012467.3506
2.31.B.LBL,13691761.5166,3012467.3506
2.31.C.LBL,13691734.0383,3012467.3506
2.31.D.ORA,13691706.5600,3012467.3506
2.31.E.ORA,13691679.0817,3012467.3506
2.31.F.ORA,13691651.6034,3012467.3506
2.31.G.PNK,13691624.8298,3012467.3506
2.31.H.ORA,13691598.0560,3012467.3506
2.31.I.LBL,13691570.5777,3012467.3506
2.31.J.LBL,13691543.0994,3012467.3506
2.31.K.LBL,13691515.6211,3012467.3506
2.31.L.LBL,13691491.5089,3012467.3506
2.32.A.LBL,13691782.2629,3012487.3505
2.32.B.LBL,13691761.5166,3012487.3505
2.32.C.LBL,13691734.0383,3012487.3505
2.32.D.LBL,13691706.5600,3012487.3505
2.32.E.LBL,13691679.0817,3012487.3505
2.32.F.LBL,13691651.6034,3012487.3505
2.32.G.PNK,13691624.8298,3012487.3505
2.32.H.LBL,13691598.0560,3012487.3505
2.32.I.ORA,13691570.5777,3012487.3505
2.32.J.LBL,13691543.0994,3012487.3505
2.32.K.LBL,13691515.6211,3012487.3505
2.32.L.LBL,13691491.5089,3012487.3505
2.33.A.LBL,13691782.2629,3012507.3505
2.33.B.ORA,13691761.5166,3012507.3505
2.33.C.ORA,13691734.0383,3012507.3505
2.33.D.ORA,13691706.5600,3012507.3505
2.33.E.ORA,13691679.0817,3012507.3505
2.33.F.ORA,13691651.6034,3012507.3505
2.33.G.PNK,13691624.8298,3012507.3505
2.33.H.ORA,13691598.0560,3012507.3505
2.33.I.LBL,13691570.5777,3012507.3505
2.33.J.LBL,13691543.0994,3012507.3505
2.33.K.LBL,13691515.6211,3012507.3505
2.33.L.LBL,13691491.5089,3012507.3505
2.34.A.LBL,13691782.2629,3012527.3505
2.34.B.LBL,13691761.5166,3012527.3505
2.34.C.ORA,13691734.0383,3012527.3505
2.34.D.ORA,13691706.5600,3012527.3505
2.34.E.LBL,13691679.0817,3012527.3505
2.34.F.ORA,13691651.6034,3012527.3505
2.34.G.PNK,13691624.8298,3012527.3505
2.34.H.ORA,13691598.0560,3012527.3505
2.34.I.LBL,13691570.5777,3012527.3505
2.34.J.ORA,13691543.0994,3012527.3505
2.34.K.LBL,13691515.6211,3012527.3505
2.34.L.LBL,13691491.5089,3012527.3505
2.35.A.LBL,13691782.2629,3012547.3504
2.35.B.LBL,13691761.5166,3012547.3504
2.35.C.LBL,13691734.0383,3012547.3504
2.35.D.LBL,13691706.5600,3012547.3504
2.35.E.LBL,13691679.0817,3012547.3504
2.35.F.LBL,13691651.6034,3012547.3504
2.35.G.PNK,13691624.8298,3012547.3504
2.35.H.LBL,13691598.0560,3012547.3504
2.35.I.LBL,13691570.5777,3012547.3504
2.35.J.LBL,13691543.0994,3012547.3504
2.35.K.LBL,13691515.6211,3012547.3504
2.35.L.LBL,13691491.5089,3012547.3504
2.36.A.LBL,13691782.2629,3012567.3504
2.36.B.LBL,13691761.5166,3012567.3504
2.36.C.LBL,13691734.0383,3012567.3504
2.36.D.LBL,13691706.5600,3012567.3504
2.36.E.LBL,13691679.0817,3012567.3504
2.36.F.LBL,13691651.6034,3012567.3504
2.36.G.PNK,13691624.8298,3012567.3504
2.36.H.LBL,13691598.0560,3012567.3504
2.36.I.LBL,13691570.5777,3012567.3504
2.36.J.LBL,13691543.0994,3012567.3504
2.36.K.LBL,13691515.6211,3012567.3504
2.36.L.LBL,13691491.5089,3012567.3504
2.37.A.LBL,13691782.2629,3012587.3507
2.37.B.LBL,13691761.5166,3012587.3507
2.37.C.LBL,13691734.0383,3012587.3507
2.37.D.LBL,13691706.5600,3012587.3507
2.37.E.LBL,13691679.0817,3012587.3507
2.37.F.LBL,13691651.6034,3012587.3507
2.37.G.PNK,13691624.8298,3012587.3507
2.37.H.LBL,13691598.0560,3012587.3507
2.37.I.LBL,13691570.5777,3012587.3507
2.37.J.LBL,13691543.0994,3012587.3507
2.37.K.LBL,13691515.6211,3012587.3507
2.37.L.LBL,13691491.5089,3012587.3507
2.38.A.LBL,13691782.2629,3012607.3506
2.38.B.LBL,13691761.5166,3012607.3506
2.38.C.ORA,13691734.0383,3012607.3506
2.38.D.LBL,13691706.5600,3012607.3506
2.38.E.LBL,13691679.0817,3012607.3506
2.38.F.LBL,13691651.6034,3012607.3506
2.38.G.PNK,13691624.8298,3012607.3506
2.38.H.LBL,13691598.0560,3012607.3506
2.38.I.LBL,13691570.5777,3012607.3506
2.38.J.LBL,13691543.0994,3012607.3506
2.38.K.LBL,13691515.6211,3012607.3506
2.38.L.LBL,13691491.5089,3012607.3506
2.39.A.WHT,13691782.2629,3012627.3506
2.39.B.WHT,13691761.5166,3012627.3506
2.39.C.WHT,13691734.0383,3012627.3506
2.39.D.WHT,13691706.5600,3012627.3506
2.39.E.WHT,13691679.0817,3012627.3506
2.39.F.WHT,13691651.6034,3012627.3506
2.39.G.BRO,13691624.8298,3012627.3506
2.39.H.LBL,13691598.0560,3012627.3506
2.39.I.LBL,13691570.5777,3012627.3506
2.39.J.LBL,13691543.0994,3012627.3506
2.39.K.LBL,13691515.6211,3012627.3506
2.39.L.LBL,13691491.5089,3012627.3506
2.40.A.WHT,13691782.2629,3012647.3505
2.40.B.WHT,13691761.5166,3012647.3505
2.40.C.WHT,13691734.0383,3012647.3505
2.40.D.WHT,13691706.5600,3012647.3505
2.40.E.WHT,13691679.0817,3012647.3505
2.40.F.WHT,13691651.6034,3012647.3505
2.40.G.BRO,13691624.8298,3012647.3505
2.40.H.LBL,13691598.0560,3012647.3505
2.40.I.LBL,13691570.5777,3012647.3505
2.40.J.LBL,13691543.0994,3012647.3505
2.40.K.LBL,13691515.6211,3012647.3505
2.40.L.LBL,13691491.5089,3012647.3505
2.41.D1.LBL,13691689.7293,3012667.3505
2.41.E1.LGR,13691668.9833,3012667.3505
2.41.F1.LBL,13691648.2373,3012667.3505
2.41.G.DBL,13691624.8298,3012667.3505
2.41.H.LBL,13691598.0560,3012667.3505
2.41.I.LBL,13691570.5777,3012667.3505
2.41.J.LBL,13691543.0994,3012667.3505
2.41.K.LBL,13691515.6211,3012667.3505
2.41.L.LBL,13691491.5089,3012667.3505
2.42.D1.LBL,13691689.7293,3012687.3505
2.42.E1.BLK,13691668.9833,3012687.3505
2.42.F1.LBL,13691648.2373,3012687.3505
2.42.G.DBL,13691624.8298,3012687.3505
2.42.H.LBL,13691598.0560,3012687.3505
2.42.I.LBL,13691570.5777,3012687.3505
2.42.J.LBL,13691543.0994,3012687.3505
2.42.K.LBL,13691515.6211,3012687.3505
2.42.L.LBL,13691491.5089,3012687.3505
2.43.D1.LBL,13691689.7293,3012707.3504
2.43.E1.LGR,13691668.9833,3012707.3504
2.43.F1.LBL,13691648.2373,3012707.3504
2.43.G.PRP,13691624.8298,3012707.3504
2.43.H.LBL,13691598.0560,3012707.3504
2.43.I.LBL,13691570.5777,3012707.3504
2.43.J.LBL,13691543.0994,3012707.3504
2.43.K.LBL,13691515.6211,3012707.3504
2.43.L.LBL,13691491.5089,3012707.3504
2.44.A.RED,13691782.2629,3012734.0138
2.44.B.WHT,13691761.5166,3012734.0138
2.44.C.WHT,13691734.0383,3012734.0138
2.44.D.WHT,13691706.5600,3012734.0138
2.44.E.WHT,13691679.0817,3012734.0138
2.44.F.WHT,13691651.6034,3012734.0138
2.44.G.PRP,13691624.8298,3012734.0138
2.44.H.LBL,13691598.0560,3012734.0138
2.44.I.LBL,13691570.5777,3012734.0138
2.44.J.LBL,13691543.0994,3012734.0138
2.44.K.LBL,13691515.6211,3012734.0138
2.44.L.LBL,13691491.5089,3012734.0138
2.45.A.RED,13691782.2629,3012754.0140
2.45.B.RED,13691761.5166,3012754.0140
2.45.C.RED,13691734.0383,3012754.0140
2.45.D.WHT,13691706.5600,3012754.0140
2.45.E.WHT,13691679.0817,3012754.0140
2.45.F.RED,13691651.6034,3012754.0140
2.45.G.BRO,13691624.8298,3012754.0140
2.45.H.LBL,13691598.0560,3012754.0140
2.45.I.LBL,13691570.5777,3012754.0140
2.45.J.LBL,13691543.0994,3012754.0140
2.45.K.LBL,13691515.6211,3012754.0140
2.45.L.LBL,13691491.5089,3012754.0140
2.46.A.LBL,13691782.2629,3012774.0140
2.46.B.LGR,13691761.5166,3012774.0140
2.46.C.YEL,13691734.0383,3012774.0140
2.46.D.LBL,13691706.5600,3012774.0140
2.46.E.LBL,13691679.0817,3012774.0140
2.46.F.LBL,13691651.6034,3012774.0140
2.46.G.DBL,13691624.8298,3012774.0140
2.46.H.LBL,13691598.0560,3012774.0140
2.46.I.LBL,13691570.5777,3012774.0140
2.46.J.LBL,13691543.0994,3012774.0140
2.46.K.LBL,13691515.6211,3012774.0140
2.46.L.LBL,13691491.5089,3012774.0140
2.47.A.LBL,13691782.2629,3012794.0140
2.47.B.LGR,13691761.5166,3012794.0140
2.47.C.YEL,13691734.0383,3012794.0140
2.47.D.LBL,13691706.5600,3012794.0140
2.47.E.LBL,13691679.0817,3012794.0140
2.47.F.LBL,13691651.6034,3012794.0140
2.47.G.DBL,13691624.8298,3012794.0140
2.47.H.LBL,13691598.0560,3012794.0140
2.47.I.LBL,13691570.5777,3012794.0140
2.47.J.LBL,13691543.0994,3012794.0140
2.47.K.LBL,13691515.6211,3012794.0140
2.47.L.LBL,13691491.5089,3012794.0140
2.48.A.LBL,13691782.2629,3012814.0139
2.48.B.LGR,13691761.5166,3012814.0139
2.48.C.LBL,13691734.0383,3012814.0139
2.48.D.LBL,13691706.5600,3012814.0139
2.48.E.LBL,13691679.0817,3012814.0139
2.48.F.LBL,13691651.6034,3012814.0139
2.48.G.DBL,13691624.8298,3012814.0139
2.48.H.YEL,13691598.0560,3012814.0139
2.48.I.LBL,13691570.5777,3012814.0139
2.48.J.LBL,13691543.0994,3012814.0139
2.48.K.LBL,13691515.6211,3012814.0139
2.48.L.LBL,13691491.5089,3012814.0139
2.49.A.LBL,13691782.2629,3012834.0139
2.49.B.LGR,13691761.5166,3012834.0139
2.49.C.LBL,13691734.0383,3012834.0139
2.49.D.LBL,13691706.5600,3012834.0139
2.49.E.LBL,13691679.0817,3012834.0139
2.49.F.LBL,13691651.6034,3012834.0139
2.49.G.DBL,13691624.8298,3012834.0139
2.49.H.LBL,13691598.0560,3012834.0139
2.49.I.LBL,13691570.5777,3012834.0139
2.49.J.LBL,13691543.0994,3012834.0139
2.49.K.LBL,13691515.6211,3012834.0139
2.49.L.LBL,13691491.5089,3012834.0139
2.50.A.LBL,13691782.2629,3012854.0138
2.50.B.LGR,13691761.5166,3012854.0138
2.50.C.LBL,13691734.0383,3012854.0138
2.50.D.LBL,13691706.5600,3012854.0138
2.50.E.LBL,13691679.0817,3012854.0138
2.50.F.LBL,13691651.6034,3012854.0138
2.50.G.DBL,13691624.8298,3012854.0138
2.50.H.LBL,13691598.0560,3012854.0138
2.50.I.LBL,13691570.5777,3012854.0138
2.50.J.LBL,13691543.0994,3012854.0138
2.50.K.LBL,13691515.6211,3012854.0138
2.50.L.LBL,13691491.5089,3012854.0138
2.51.A.LBL,13691782.2629,3012874.0138
2.51.B.LGR,13691761.5166,3012874.0138
2.51.C.LBL,13691734.0383,3012874.0138
2.51.D.LBL,13691706.5600,3012874.0138
2.51.E.LBL,13691679.0817,3012874.0138
2.51.F.LBL,13691651.6034,3012874.0138
2.51.G.DBL,13691624.8298,3012874.0138
2.51.H.LBL,13691598.0560,3012874.0138
2.51.I.LBL,13691570.5777,3012874.0138
2.51.J.LBL,13691543.0994,3012874.0138
2.51.K.LBL,13691515.6211,3012874.0138
2.51.L.LBL,13691491.5089,3012874.0138
2.52.A.LBL,13691782.2629,3012894.0138
2.52.B.LGR,13691761.5166,3012894.0138
2.52.C.LBL,13691734.0383,3012894.0138
2.52.D.LBL,13691706.5600,3012894.0138
2.52.E.LBL,13691679.0817,3012894.0138
2.52.F.LBL,13691651.6034,3012894.0138
2.52.G.DBL,13691624.8298,3012894.0138
2.52.H.LBL,13691598.0560,3012894.0138
2.52.I.LBL,13691570.5777,3012894.0138
2.52.J.LBL,13691543.0994,3012894.0138
2.52.K.LBL,13691515.6211,3012894.0138
2.52.L.LBL,13691491.5089,3012894.0138
2.53.A.LBL,13691782.2629,3012914.0141
2.53.B.LGR,13691761.5166,3012914.0141
2.53.C.LBL,13691734.0383,3012914.0141
2.53.D.LBL,13691706.5600,3012914.0141
2.53.E.LBL,13691679.0817,3012914.0141
2.53.F.LBL,13691651.6034,3012914.0141
2.53.G.DBL,13691624.8298,3012914.0141
2.53.H.LBL,13691598.0560,3012914.0141
2.53.I.LBL,13691570.5777,3012914.0141
2.53.J.LBL,13691543.0994,3012914.0141
2.53.K.LBL,13691515.6211,3012914.0141
2.53.L.LBL,13691491.5089,3012914.0141
2.54.A.ORA,13691782.2629,3012934.0140
2.54.B.BLK,13691761.5166,3012934.0140
2.54.C.LBL,13691734.0383,3012934.0140
2.54.D.LBL,13691706.5600,3012934.0140
2.54.E.LBL,13691679.0817,3012934.0140
2.54.F.LBL,13691651.6034,3012934.0140
2.54.G.PNK,13691624.8298,3012934.0140
2.54.H.ORA,13691598.0560,3012934.0140
2.54.I.ORA,13691570.5777,3012934.0140
2.54.J.ORA,13691543.0994,3012934.0140
2.54.K.ORA,13691515.6211,3012934.0140
2.54.L.ORA,13691491.5089,3012934.0140
2.55.A.ORA,13691782.2629,3012954.0140
2.55.B.BLK,13691761.5166,3012954.0140
2.55.C.ORA,13691734.0383,3012954.0140
2.55.D.LBL,13691706.5600,3012954.0140
2.55.E.ORA,13691679.0817,3012954.0140
2.55.F.LBL,13691651.6034,3012954.0140
2.55.G.PNK,13691624.8298,3012954.0140
2.55.H.ORA,13691598.0560,3012954.0140
2.55.I.ORA,13691570.5777,3012954.0140
