Pilecode,N,E
1.49.G.DBL,13696741.3613,2997005.9907
1.49.H.YEL,13696714.5877,2997005.9907
1.49.I.YEL,13696687.1094,2997005.9907
1.49.J.YEL,13696659.6308,2997005.9907
1.49.K.YEL,13696632.1525,2997005.9907
1.49.L.YEL,13696608.0404,2997005.9907
1.50.A.LBL,13696898.7944,2997025.9907
1.50.B.LBL,13696878.0483,2997025.9907
1.50.C.LBL,13696850.5697,2997025.9907
1.50.D.LBL,13696823.0914,2997025.9907
1.50.E.LBL,13696795.6131,2997025.9907
1.50.F.LBL,13696768.1348,2997025.9907
1.50.G.DBL,13696741.3613,2997025.9907
1.50.H.LBL,13696714.5877,2997025.9907
1.50.I.YEL,13696687.1094,2997025.9907
1.50.J.YEL,13696659.6308,2997025.9907
1.50.K.YEL,13696632.1525,2997025.9907
1.50.L.YEL,13696608.0404,2997025.9907
1.51.A.LBL,13696898.7944,2997045.9907
1.51.B.LBL,13696878.0483,2997045.9907
1.51.C.LBL,13696850.5697,2997045.9907
1.51.D.LBL,13696823.0914,2997045.9907
1.51.E.LBL,13696795.6131,2997045.9907
1.51.F.LBL,13696768.1348,2997045.9907
1.51.G.DBL,13696741.3613,2997045.9907
1.51.H.LBL,13696714.5877,2997045.9907
1.51.I.YEL,13696687.1094,2997045.9907
1.51.J.YEL,13696659.6308,2997045.9907
1.51.K.YEL,13696632.1525,2997045.9907
1.51.L.YEL,13696608.0404,2997045.9907
1.52.A.LBL,13696898.7944,2997065.9906
1.52.B.LBL,13696878.0483,2997065.9906
1.52.C.LBL,13696850.5697,2997065.9906
1.52.D.LBL,13696823.0914,2997065.9906
1.52.E.LBL,13696795.6131,2997065.9906
1.52.F.LBL,13696768.1348,2997065.9906
1.52.G.DBL,13696741.3613,2997065.9906
1.52.H.LBL,13696714.5877,2997065.9906
1.52.I.YEL,13696687.1094,2997065.9906
1.52.J.YEL,13696659.6308,2997065.9906
1.52.K.YEL,13696632.1525,2997065.9906
1.52.L.YEL,13696608.0404,2997065.9906
1.53.A.LBL,13696898.7944,2997085.9906
1.53.B.LBL,13696878.0483,2997085.9906
1.53.C.LBL,13696850.5697,2997085.9906
1.53.D.LBL,13696823.0914,2997085.9906
1.53.E.LBL,13696795.6131,2997085.9906
1.53.F.LBL,13696768.1348,2997085.9906
1.53.G.DBL,13696741.3613,2997085.9906
1.53.H.YEL,13696714.5877,2997085.9906
1.53.I.LBL,13696687.1094,2997085.9906
1.53.J.YEL,13696659.6308,2997085.9906
1.53.K.YEL,13696632.1525,2997085.9906
1.53.L.YEL,13696608.0404,2997085.9906
1.54.A.LBL,13696898.7944,2997105.9905
1.54.B.LBL,13696878.0483,2997105.9905
1.54.C.LBL,13696850.5697,2997105.9905
1.54.D.LBL,13696823.0914,2997105.9905
1.54.E.LBL,13696795.6131,2997105.9905
1.54.F.YEL,13696768.1348,2997105.9905
1.54.G.DBL,13696741.3613,2997105.9905
1.54.H.YEL,13696714.5877,2997105.9905
1.54.I.YEL,13696687.1094,2997105.9905
1.54.J.YEL,13696659.6308,2997105.9905
1.54.K.YEL,13696632.1525,2997105.9905
1.54.L.YEL,13696608.0404,2997105.9905
1.55.A.LBL,13696898.7944,2997125.9905
1.55.B.LGR,13696878.0483,2997125.9905
1.55.C.LBL,13696850.5697,2997125.9905
1.55.D.LBL,13696823.0914,2997125.9905
1.55.E.LBL,13696795.6131,2997125.9905
1.55.F.YEL,13696768.1348,2997125.9905
1.55.G.DBL,13696741.3613,2997125.9905
1.55.H.YEL,13696714.5877,2997125.9905
1.55.I.YEL,13696687.1094,2997125.9905
1.55.J.YEL,13696659.6308,2997125.9905
1.55.K.YEL,13696632.1525,2997125.9905
1.55.L.YEL,13696608.0404,2997125.9905
1.56.A.LBL,13696898.7944,2997145.9905
1.56.B.LGR,13696878.0483,2997145.9905
1.56.C.LBL,13696850.5697,2997145.9905
1.56.D.LBL,13696823.0914,2997145.9905
1.56.E.LBL,13696795.6131,2997145.9905
1.56.F.LBL,13696768.1348,2997145.9905
1.56.G.DBL,13696741.3613,2997145.9905
1.56.H.LBL,13696714.5877,2997145.9905
1.56.I.YEL,13696687.1094,2997145.9905
1.56.J.YEL,13696659.6308,2997145.9905
1.56.K.YEL,13696632.1525,2997145.9905
1.56.L.YEL,13696608.0404,2997145.9905
1.57.A.LBL,13696898.7944,2997165.9908
1.57.B.LGR,13696878.0483,2997165.9908
1.57.C.LBL,13696850.5697,2997165.9908
1.57.D.LBL,13696823.0914,2997165.9908
1.57.E.LBL,13696795.6131,2997165.9908
1.57.F.LBL,13696768.1348,2997165.9908
1.57.G.DBL,13696741.3613,2997165.9908
1.57.H.LBL,13696714.5877,2997165.9908
1.57.I.YEL,13696687.1094,2997165.9908
1.57.J.YEL,13696659.6308,2997165.9908
1.57.K.YEL,13696632.1525,2997165.9908
1.57.L.YEL,13696608.0404,2997165.9908
1.58.A.LBL,13696898.7944,2997185.9907
1.58.B.LGR,13696878.0483,2997185.9907
1.58.C.LBL,13696850.5697,2997185.9907
1.58.D.LBL,13696823.0914,2997185.9907
1.58.E.LBL,13696795.6131,2997185.9907
1.58.F.LBL,13696768.1348,2997185.9907
1.58.G.DBL,13696741.3613,2997185.9907
1.58.H.YEL,13696714.5877,2997185.9907
1.58.I.YEL,13696687.1094,2997185.9907
1.58.J.YEL,13696659.6308,2997185.9907
1.58.K.YEL,13696632.1525,2997185.9907
1.58.L.YEL,13696608.0404,2997185.9907
1.59.A.LBL,13696898.7944,2997205.9907
1.59.B.LGR,13696878.0483,2997205.9907
1.59.C.LBL,13696850.5697,2997205.9907
1.59.D.LBL,13696823.0914,2997205.9907
1.59.E.LBL,13696795.6131,2997205.9907
1.59.F.LBL,13696768.1348,2997205.9907
1.59.G.DBL,13696741.3613,2997205.9907
1.59.H.YEL,13696714.5877,2997205.9907
1.59.I.YEL,13696687.1094,2997205.9907
1.59.J.YEL,13696659.6308,2997205.9907
1.59.K.YEL,13696632.1525,2997205.9907
1.59.L.YEL,13696608.0404,2997205.9907
1.60.A.LBL,13696898.7944,2997225.9906
1.60.B.LGR,13696878.0483,2997225.9906
1.60.C.LBL,13696850.5697,2997225.9906
1.60.D.LBL,13696823.0914,2997225.9906
1.60.E.LBL,13696795.6131,2997225.9906
1.60.F.LBL,13696768.1348,2997225.9906
1.60.G.DBL,13696741.3613,2997225.9906
1.60.H.YEL,13696714.5877,2997225.9906
1.60.I.YEL,13696687.1094,2997225.9906
1.60.J.LBL,13696659.6308,2997225.9906
1.60.K.YEL,13696632.1525,2997225.9906
1.60.L.YEL,13696608.0404,2997225.9906
1.61.A.LBL,13696898.7944,2997245.9906
1.61.B.LGR,13696878.0483,2997245.9906
1.61.C.YEL,13696850.5697,2997245.9906
1.61.D.LBL,13696823.0914,2997245.9906
1.61.E.LBL,13696795.6131,2997245.9906
1.61.F.LBL,13696768.1348,2997245.9906
1.61.G.DBL,13696741.3613,2997245.9906
1.61.H.YEL,13696714.5877,2997245.9906
1.61.I.YEL,13696687.1094,2997245.9906
1.61.J.YEL,13696659.6308,2997245.9906
1.61.K.YEL,13696632.1525,2997245.9906
1.61.L.YEL,13696608.0404,2997245.9906
1.62.A.LBL,13696898.7944,2997265.9906
1.62.B.LGR,13696878.0483,2997265.9906
1.62.C.LBL,13696850.5697,2997265.9906
1.62.D.LBL,13696823.0914,2997265.9906
1.62.E.LBL,13696795.6131,2997265.9906
1.62.F.LBL,13696768.1348,2997265.9906
1.62.G.DBL,13696741.3613,2997265.9906
1.62.H.LBL,13696714.5877,2997265.9906
1.62.I.YEL,13696687.1094,2997265.9906
1.62.J.YEL,13696659.6308,2997265.9906
1.62.K.YEL,13696632.1525,2997265.9906
1.62.L.YEL,13696608.0404,2997265.9906
1.63.A.LBL,13696898.7944,2997285.9905
1.63.B.LGR,13696878.0483,2997285.9905
1.63.C.LBL,13696850.5697,2997285.9905
1.63.D.LBL,13696823.0914,2997285.9905
1.63.E.LBL,13696795.6131,2997285.9905
1.63.F.LBL,13696768.1348,2997285.9905
1.63.G.DBL,13696741.3613,2997285.9905
1.63.H.LBL,13696714.5877,2997285.9905
1.63.I.YEL,13696687.1094,2997285.9905
1.63.J.YEL,13696659.6308,2997285.9905
1.63.K.YEL,13696632.1525,2997285.9905
1.63.L.YEL,13696608.0404,2997285.9905
1.64.A.LBL,13696898.7944,2997305.9905
1.64.B.LGR,13696878.0483,2997305.9905
1.64.C.LBL,13696850.5697,2997305.9905
1.64.D.LBL,13696823.0914,2997305.9905
1.64.E.LBL,13696795.6131,2997305.9905
1.64.F.LBL,13696768.1348,2997305.9905
1.64.G.DBL,13696741.3613,2997305.9905
1.64.H.LBL,13696714.5877,2997305.9905
1.64.I.YEL,13696687.1094,2997305.9905
1.64.J.LBL,13696659.6308,2997305.9905
1.64.K.YEL,13696632.1525,2997305.9905
1.64.L.YEL,13696608.0404,2997305.9905
1.65.A.LBL,13696898.7944,2997325.9904
1.65.B.LGR,13696878.0483,2997325.9904
1.65.C.LBL,13696850.5697,2997325.9904
1.65.D.YEL,13696823.0914,2997325.9904
1.65.E.LBL,13696795.6131,2997325.9904
1.65.F.LBL,13696768.1348,2997325.9904
1.65.G.DBL,13696741.3613,2997325.9904
1.65.H.LBL,13696714.5877,2997325.9904
1.65.I.LBL,13696687.1094,2997325.9904
1.65.J.LBL,13696659.6308,2997325.9904
1.65.K.YEL,13696632.1525,2997325.9904
1.65.L.YEL,13696608.0404,2997325.9904
1.66.A.LBL,13696898.7944,2997345.9907
1.66.B.LGR,13696878.0483,2997345.9907
1.66.C.LBL,13696850.5697,2997345.9907
1.66.D.LBL,13696823.0914,2997345.9907
1.66.E.LBL,13696795.6131,2997345.9907
1.66.F.LBL,13696768.1348,2997345.9907
1.66.G.DBL,13696741.3613,2997345.9907
1.66.H.LBL,13696714.5877,2997345.9907
1.66.I.YEL,13696687.1094,2997345.9907
1.66.J.LBL,13696659.6308,2997345.9907
1.66.K.YEL,13696632.1525,2997345.9907
1.66.L.YEL,13696608.0404,2997345.9907
1.67.A.LBL,13696898.7944,2997365.9907
1.67.B.LGR,13696878.0483,2997365.9907
1.67.C.LBL,13696850.5697,2997365.9907
1.67.D.LBL,13696823.0914,2997365.9907
1.67.E.LBL,13696795.6131,2997365.9907
1.67.F.LBL,13696768.1348,2997365.9907
1.67.G.DBL,13696741.3613,2997365.9907
1.67.H.LBL,13696714.5877,2997365.9907
1.67.I.YEL,13696687.1094,2997365.9907
1.67.J.YEL,13696659.6308,2997365.9907
1.67.K.YEL,13696632.1525,2997365.9907
1.67.L.YEL,13696608.0404,2997365.9907
1.68.A.LBL,13696898.7944,2997385.9906
1.68.B.LGR,13696878.0483,2997385.9906
1.68.C.LBL,13696850.5697,2997385.9906
1.68.D.LBL,13696823.0914,2997385.9906
1.68.E.YEL,13696795.6131,2997385.9906
1.68.F.YEL,13696768.1348,2997385.9906
1.68.G.DBL,13696741.3613,2997385.9906
1.68.H.YEL,13696714.5877,2997385.9906
1.68.I.YEL,13696687.1094,2997385.9906
1.68.J.YEL,13696659.6308,2997385.9906
1.68.K.YEL,13696632.1525,2997385.9906
1.68.L.YEL,13696608.0404,2997385.9906
1.69.A.LBL,13696898.7944,2997405.9906
1.69.B.LGR,13696878.0483,2997405.9906
1.69.C.LBL,13696850.5697,2997405.9906
1.69.D.LBL,13696823.0914,2997405.9906
1.69.E.LBL,13696795.6131,2997405.9906
1.69.F.LBL,13696768.1348,2997405.9906
1.69.G.DBL,13696741.3613,2997405.9906
1.69.H.YEL,13696714.5877,2997405.9906
1.69.I.LBL,13696687.1094,2997405.9906
1.69.J.YEL,13696659.6308,2997405.9906
1.69.K.YEL,13696632.1525,2997405.9906
1.69.L.YEL,13696608.0404,2997405.9906
1.70.A.LBL,13696898.7944,2997425.9906
1.70.B.LGR,13696878.0483,2997425.9906
1.70.C.LBL,13696850.5697,2997425.9906
1.70.D.LBL,13696823.0914,2997425.9906
1.70.E.LBL,13696795.6131,2997425.9906
1.70.F.LBL,13696768.1348,2997425.9906
1.70.G.DBL,13696741.3613,2997425.9906
1.70.H.YEL,13696714.5877,2997425.9906
1.70.I.YEL,13696687.1094,2997425.9906
1.70.J.YEL,13696659.6308,2997425.9906
1.70.K.YEL,13696632.1525,2997425.9906
1.70.L.YEL,13696608.0404,2997425.9906
1.71.A.LBL,13696898.7944,2997445.9905
1.71.B.LGR,13696878.0483,2997445.9905
1.71.C.LBL,13696850.5697,2997445.9905
1.71.D.LBL,13696823.0914,2997445.9905
1.71.E.LBL,13696795.6131,2997445.9905
1.71.F.LBL,13696768.1348,2997445.9905
1.71.G.DBL,13696741.3613,2997445.9905
1.71.H.YEL,13696714.5877,2997445.9905
1.71.I.YEL,13696687.1094,2997445.9905
1.71.J.YEL,13696659.6308,2997445.9905
1.71.K.YEL,13696632.1525,2997445.9905
1.71.L.YEL,13696608.0404,2997445.9905
1.72.A.WHT,13696898.7944,2997465.9905
1.72.B.WHT,13696878.0483,2997465.9905
1.72.C.RED,13696850.5697,2997465.9905
1.72.D.RED,13696823.0914,2997465.9905
1.72.E.RED,13696795.6131,2997465.9905
1.72.F.RED,13696768.1348,2997465.9905
1.72.G.BRO,13696741.3613,2997465.9905
1.72.H.RED,13696714.5877,2997465.9905
1.72.I.RED,13696687.1094,2997465.9905
1.72.J.RED,13696659.6308,2997465.9905
1.72.K.RED,13696632.1525,2997465.9905
1.72.L.RED,13696608.0404,2997465.9905
1.73.A.WHT,13696898.7944,2997485.9904
1.73.B.WHT,13696878.0483,2997485.9904
1.73.C.WHT,13696850.5697,2997485.9904
1.73.D.WHT,13696823.0914,2997485.9904
1.73.E.WHT,13696795.6131,2997485.9904
1.73.F.RED,13696768.1348,2997485.9904
1.73.G.PRP,13696741.3613,2997485.9904
1.73.H.RED,13696714.5877,2997485.9904
1.73.I.RED,13696687.1094,2997485.9904
1.73.J.RED,13696659.6308,2997485.9904
1.73.K.RED,13696632.1525,2997485.9904
1.73.L.RED,13696608.0404,2997485.9904
2.1.A.YEL,13696579.5325,2996039.3273
2.1.B.YEL,13696558.7865,2996039.3273
2.1.C.LBL,13696531.3082,2996039.3273
2.1.D.LBL,13696503.8296,2996039.3273
2.1.E.LBL,13696476.3513,2996039.3273
2.1.F.LBL,13696448.8730,2996039.3273
2.1.G.PRP,13696422.0995,2996039.3273
2.1.H.YEL,13696395.3259,2996039.3273
2.1.I.YEL,13696367.8476,2996039.3273
2.1.J.YEL,13696340.3690,2996039.3273
2.1.K.LBL,13696312.8907,2996039.3273
2.1.L.LBL,13696288.7785,2996039.3273
2.2.A.YEL,13696579.5325,2996059.3273
2.2.B.YEL,13696558.7865,2996059.3273
2.2.C.LBL,13696531.3082,2996059.3273
2.2.D.LBL,13696503.8296,2996059.3273
2.2.E.LBL,13696476.3513,2996059.3273
2.2.F.LBL,13696448.8730,2996059.3273
2.2.G.DBL,13696422.0995,2996059.3273
2.2.H.YEL,13696395.3259,2996059.3273
2.2.I.YEL,13696367.8476,2996059.3273
2.2.J.YEL,13696340.3690,2996059.3273
2.2.K.LBL,13696312.8907,2996059.3273
2.2.L.LBL,13696288.7785,2996059.3273
2.3.A.YEL,13696579.5325,2996079.3272
2.3.B.YEL,13696558.7865,2996079.3272
2.3.C.LBL,13696531.3082,2996079.3272
2.3.D.LBL,13696503.8296,2996079.3272
2.3.E.LBL,13696476.3513,2996079.3272
2.3.F.LBL,13696448.8730,2996079.3272
2.3.G.DBL,13696422.0995,2996079.3272
2.3.H.YEL,13696395.3259,2996079.3272
2.3.I.LBL,13696367.8476,2996079.3272
2.3.J.LBL,13696340.3690,2996079.3272
2.3.K.LBL,13696312.8907,2996079.3272
2.3.L.LBL,13696288.7785,2996079.3272
2.4.A.YEL,13696579.5325,2996099.3272
2.4.B.YEL,13696558.7865,2996099.3272
2.4.C.LBL,13696531.3082,2996099.3272
2.4.D.LBL,13696503.8296,2996099.3272
2.4.E.LBL,13696476.3513,2996099.3272
2.4.F.LBL,13696448.8730,2996099.3272
2.4.G.DBL,13696422.0995,2996099.3272
2.4.H.LBL,13696395.3259,2996099.3272
2.4.I.LBL,13696367.8476,2996099.3272
2.4.J.LBL,13696340.3690,2996099.3272
2.4.K.LBL,13696312.8907,2996099.3272
2.4.L.LBL,13696288.7785,2996099.3272
2.5.A.YEL,13696579.5325,2996119.3272
2.5.B.YEL,13696558.7865,2996119.3272
2.5.C.LBL,13696531.3082,2996119.3272
2.5.D.LBL,13696503.8296,2996119.3272
2.5.E.LBL,13696476.3513,2996119.3272
2.5.F.LBL,13696448.8730,2996119.3272
2.5.G.DBL,13696422.0995,2996119.3272
2.5.H.LBL,13696395.3259,2996119.3272
2.5.I.LBL,13696367.8476,2996119.3272
2.5.J.LBL,13696340.3690,2996119.3272
2.5.K.LBL,13696312.8907,2996119.3272
2.5.L.LBL,13696288.7785,2996119.3272
2.6.A.YEL,13696579.5325,2996139.3271
2.6.B.YEL,13696558.7865,2996139.3271
2.6.C.YEL,13696531.3082,2996139.3271
2.6.D.LBL,13696503.8296,2996139.3271
2.6.E.LBL,13696476.3513,2996139.3271
2.6.F.LBL,13696448.8730,2996139.3271
2.6.G.DBL,13696422.0995,2996139.3271
2.6.H.LBL,13696395.3259,2996139.3271
2.6.I.LBL,13696367.8476,2996139.3271
2.6.J.LBL,13696340.3690,2996139.3271
2.6.K.LBL,13696312.8907,2996139.3271
2.6.L.LBL,13696288.7785,2996139.3271
2.7.A.YEL,13696579.5325,2996159.3271
2.7.B.YEL,13696558.7865,2996159.3271
2.7.C.YEL,13696531.3082,2996159.3271
2.7.D.LBL,13696503.8296,2996159.3271
2.7.E.LBL,13696476.3513,2996159.3271
2.7.F.LBL,13696448.8730,2996159.3271
2.7.G.DBL,13696422.0995,2996159.3271
2.7.H.LBL,13696395.3259,2996159.3271
2.7.I.LBL,13696367.8476,2996159.3271
2.7.J.LBL,13696340.3690,2996159.3271
2.7.K.LBL,13696312.8907,2996159.3271
2.7.L.LBL,13696288.7785,2996159.3271
2.8.A.YEL,13696579.5325,2996179.3270
2.8.B.YEL,13696558.7865,2996179.3270
2.8.C.YEL,13696531.3082,2996179.3270
2.8.D.YEL,13696503.8296,2996179.3270
2.8.E.LBL,13696476.3513,2996179.3270
2.8.F.LBL,13696448.8730,2996179.3270
2.8.G.DBL,13696422.0995,2996179.3270
2.8.H.YEL,13696395.3259,2996179.3270
2.8.I.YEL,13696367.8476,2996179.3270
2.8.J.YEL,13696340.3690,2996179.3270
2.8.K.LBL,13696312.8907,2996179.3270
2.8.L.LBL,13696288.7785,2996179.3270
2.9.A.YEL,13696579.5325,2996199.3273
2.9.B.YEL,13696558.7865,2996199.3273
2.9.C.YEL,13696531.3082,2996199.3273
2.9.D.YEL,13696503.8296,2996199.3273
2.9.E.YEL,13696476.3513,2996199.3273
2.9.F.YEL,13696448.8730,2996199.3273
2.9.G.DBL,13696422.0995,2996199.3273
2.9.H.YEL,13696395.3259,2996199.3273
2.9.I.YEL,13696367.8476,2996199.3273
2.9.J.YEL,13696340.3690,2996199.3273
2.9.K.LBL,13696312.8907,2996199.3273
2.9.L.LBL,13696288.7785,2996199.3273
2.10.A.YEL,13696579.5325,2996219.3273
2.10.B.YEL,13696558.7865,2996219.3273
2.10.C.YEL,13696531.3082,2996219.3273
2.10.D.YEL,13696503.8296,2996219.3273
2.10.E.YEL,13696476.3513,2996219.3273
2.10.F.LBL,13696448.8730,2996219.3273
2.10.G.DBL,13696422.0995,2996219.3273
2.10.H.YEL,13696395.3259,2996219.3273
2.10.I.YEL,13696367.8476,2996219.3273
2.10.J.YEL,13696340.3690,2996219.3273
2.10.K.YEL,13696312.8907,2996219.3273
2.10.L.YEL,13696288.7785,2996219.3273
2.11.A.YEL,13696579.5325,2996239.3273
2.11.B.YEL,13696558.7865,2996239.3273
2.11.C.YEL,13696531.3082,2996239.3273
2.11.D.YEL,13696503.8296,2996239.3273
2.11.E.YEL,13696476.3513,2996239.3273
2.11.F.YEL,13696448.8730,2996239.3273
2.11.G.DBL,13696422.0995,2996239.3273
2.11.H.YEL,13696395.3259,2996239.3273
2.11.I.YEL,13696367.8476,2996239.3273
2.11.J.YEL,13696340.3690,2996239.3273
2.11.K.YEL,13696312.8907,2996239.3273
2.11.L.YEL,13696288.7785,2996239.3273
2.12.A.YEL,13696579.5325,2996259.3272
2.12.B.YEL,13696558.7865,2996259.3272
2.12.C.YEL,13696531.3082,2996259.3272
2.12.D.YEL,13696503.8296,2996259.3272
2.12.E.YEL,13696476.3513,2996259.3272
2.12.F.YEL,13696448.8730,2996259.3272
2.12.G.DBL,13696422.0995,2996259.3272
2.12.H.YEL,13696395.3259,2996259.3272
2.12.I.YEL,13696367.8476,2996259.3272
2.12.J.YEL,13696340.3690,2996259.3272
2.12.K.YEL,13696312.8907,2996259.3272
2.12.L.YEL,13696288.7785,2996259.3272
2.13.A.YEL,13696579.5325,2996279.3272
2.13.B.YEL,13696558.7865,2996279.3272
2.13.C.YEL,13696531.3082,2996279.3272
2.13.D.YEL,13696503.8296,2996279.3272
2.13.E.YEL,13696476.3513,2996279.3272
2.13.F.YEL,13696448.8730,2996279.3272
2.13.G.DBL,13696422.0995,2996279.3272
2.13.H.YEL,13696395.3259,2996279.3272
2.13.I.YEL,13696367.8476,2996279.3272
2.13.J.YEL,13696340.3690,2996279.3272
2.13.K.YEL,13696312.8907,2996279.3272
2.13.L.YEL,13696288.7785,2996279.3272
2.14.A.YEL,13696579.5325,2996299.3271
2.14.B.YEL,13696558.7865,2996299.3271
2.14.C.YEL,13696531.3082,2996299.3271
2.14.D.YEL,13696503.8296,2996299.3271
2.14.E.YEL,13696476.3513,2996299.3271
2.14.F.YEL,13696448.8730,2996299.3271
2.14.G.DBL,13696422.0995,2996299.3271
2.14.H.YEL,13696395.3259,2996299.3271
2.14.I.YEL,13696367.8476,2996299.3271
2.14.J.YEL,13696340.3690,2996299.3271
2.14.K.YEL,13696312.8907,2996299.3271
2.14.L.YEL,13696288.7785,2996299.3271
2.15.A.YEL,13696579.5325,2996319.3271
2.15.B.YEL,13696558.7865,2996319.3271
2.15.C.YEL,13696531.3082,2996319.3271
2.15.D.YEL,13696503.8296,2996319.3271
2.15.E.YEL,13696476.3513,2996319.3271
2.15.F.YEL,13696448.8730,2996319.3271
2.15.G.DBL,13696422.0995,2996319.3271
2.15.H.YEL,13696395.3259,2996319.3271
2.15.I.LBL,13696367.8476,2996319.3271
2.15.J.YEL,13696340.3690,2996319.3271
2.15.K.YEL,13696312.8907,2996319.3271
2.15.L.YEL,13696288.7785,2996319.3271
2.16.A.YEL,13696579.5325,2996339.3271
2.16.B.YEL,13696558.7865,2996339.3271
2.16.C.YEL,13696531.3082,2996339.3271
2.16.D.YEL,13696503.8296,2996339.3271
2.16.E.YEL,13696476.3513,2996339.3271
2.16.F.YEL,13696448.8730,2996339.3271
2.16.G.DBL,13696422.0995,2996339.3271
2.16.H.YEL,13696395.3259,2996339.3271
2.16.I.LBL,13696367.8476,2996339.3271
2.16.J.LBL,13696340.3690,2996339.3271
2.16.K.YEL,13696312.8907,2996339.3271
2.16.L.YEL,13696288.7785,2996339.3271
2.17.A.LBL,13696579.5325,2996359.3273
2.17.B.YEL,13696558.7865,2996359.3273
2.17.C.YEL,13696531.3082,2996359.3273
2.17.D.YEL,13696503.8296,2996359.3273
2.17.E.YEL,13696476.3513,2996359.3273
2.17.F.YEL,13696448.8730,2996359.3273
2.17.G.DBL,13696422.0995,2996359.3273
2.17.H.YEL,13696395.3259,2996359.3273
2.17.I.YEL,13696367.8476,2996359.3273
2.17.J.YEL,13696340.3690,2996359.3273
2.17.K.YEL,13696312.8907,2996359.3273
2.17.L.YEL,13696288.7785,2996359.3273
2.18.A.YEL,13696579.5325,2996379.3273
2.18.B.LBL,13696558.7865,2996379.3273
2.18.C.YEL,13696531.3082,2996379.3273
2.18.D.YEL,13696503.8296,2996379.3273
2.18.E.LBL,13696476.3513,2996379.3273
2.18.F.LBL,13696448.8730,2996379.3273
2.18.G.DBL,13696422.0995,2996379.3273
2.18.H.YEL,13696395.3259,2996379.3273
2.18.I.YEL,13696367.8476,2996379.3273
2.18.J.YEL,13696340.3690,2996379.3273
2.18.K.YEL,13696312.8907,2996379.3273
2.18.L.LBL,13696288.7785,2996379.3273
2.19.A.YEL,13696579.5325,2996399.3273
2.19.B.LBL,13696558.7865,2996399.3273
2.19.C.LBL,13696531.3082,2996399.3273
2.19.D.LBL,13696503.8296,2996399.3273
2.19.E.YEL,13696476.3513,2996399.3273
2.19.F.LBL,13696448.8730,2996399.3273
2.19.G.DBL,13696422.0995,2996399.3273
2.19.H.YEL,13696395.3259,2996399.3273
2.19.I.YEL,13696367.8476,2996399.3273
2.19.J.YEL,13696340.3690,2996399.3273
2.19.K.LBL,13696312.8907,2996399.3273
2.19.L.LBL,13696288.7785,2996399.3273
2.20.A.LBL,13696579.5325,2996419.3272
2.20.B.LBL,13696558.7865,2996419.3272
2.20.C.LBL,13696531.3082,2996419.3272
2.20.D.LBL,13696503.8296,2996419.3272
2.20.E.LBL,13696476.3513,2996419.3272
2.20.F.LBL,13696448.8730,2996419.3272
2.20.G.DBL,13696422.0995,2996419.3272
2.20.H.LBL,13696395.3259,2996419.3272
2.20.I.YEL,13696367.8476,2996419.3272
2.20.J.YEL,13696340.3690,2996419.3272
2.20.K.LBL,13696312.8907,2996419.3272
2.20.L.LBL,13696288.7785,2996419.3272
2.21.A.LBL,13696579.5325,2996439.3272
2.21.B.LBL,13696558.7865,2996439.3272
2.21.C.LBL,13696531.3082,2996439.3272
2.21.D.LBL,13696503.8296,2996439.3272
2.21.E.LBL,13696476.3513,2996439.3272
2.21.F.LBL,13696448.8730,2996439.3272
2.21.G.DBL,13696422.0995,2996439.3272
2.21.H.LBL,13696395.3259,2996439.3272
2.21.I.YEL,13696367.8476,2996439.3272
2.21.J.LBL,13696340.3690,2996439.3272
2.21.K.LBL,13696312.8907,2996439.3272
2.21.L.LBL,13696288.7785,2996439.3272
2.22.A.LBL,13696579.5325,2996459.3271
2.22.B.LBL,13696558.7865,2996459.3271
2.22.C.LBL,13696531.3082,2996459.3271
2.22.D.LBL,13696503.8296,2996459.3271
2.22.E.LBL,13696476.3513,2996459.3271
2.22.F.LBL,13696448.8730,2996459.3271
2.22.G.DBL,13696422.0995,2996459.3271
2.22.H.LBL,13696395.3259,2996459.3271
2.22.I.LBL,13696367.8476,2996459.3271
2.22.J.LBL,13696340.3690,2996459.3271
2.22.K.LBL,13696312.8907,2996459.3271
2.22.L.LBL,13696288.7785,2996459.3271
2.23.A.LBL,13696579.5325,2996479.3271
2.23.B.LBL,13696558.7865,2996479.3271
2.23.C.LBL,13696531.3082,2996479.3271
2.23.D.LBL,13696503.8296,2996479.3271
2.23.E.LBL,13696476.3513,2996479.3271
2.23.F.LBL,13696448.8730,2996479.3271
2.23.G.DBL,13696422.0995,2996479.3271
2.23.H.LBL,13696395.3259,2996479.3271
2.23.I.LBL,13696367.8476,2996479.3271
2.23.J.LBL,13696340.3690,2996479.3271
2.23.K.LBL,13696312.8907,2996479.3271
2.23.L.LBL,13696288.7785,2996479.3271
2.24.A.LBL,13696579.5325,2996499.3271
2.24.B.LBL,13696558.7865,2996499.3271
2.24.C.LBL,13696531.3082,2996499.3271
2.24.D.LBL,13696503.8296,2996499.3271
2.24.E.LBL,13696476.3513,2996499.3271
2.24.F.LBL,13696448.8730,2996499.3271
2.24.G.DBL,13696422.0995,2996499.3271
2.24.H.LBL,13696395.3259,2996499.3271
2.24.I.LBL,13696367.8476,2996499.3271
2.24.J.LBL,13696340.3690,2996499.3271
2.24.K.LBL,13696312.8907,2996499.3271
2.24.L.LBL,13696288.7785,2996499.3271
2.25.A.LBL,13696579.5325,2996519.3274
